Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
110,Jazz Chisholm Jr.,22,MIA,20,17,13,144.2,69,25,43,1,13,.986,0,3,0,0,0,4.23,3.09,2B-SS
111,Taylor Clarke,27,ARI,12,5,0,43.1,8,5,3,0,1,1.000,,,1,5,0,1.66,0.67,P
112,Alex Claudio,28,MIL,20,0,0,19.0,7,3,4,0,0,1.000,,,1,11,0,3.32,0.35,P
113,Garrett Cleavinger,26,PHI,1,0,0,0.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P
114,Mike Clevinger,29,SDP,4,4,1,19.0,3,1,2,0,0,1.000,,,0,0,0,1.42,0.75,P
115,Christian Colón,31,CIN,8,4,4,40.0,16,6,10,0,3,1.000,0,-3,-1,-30,0,3.60,2.00,2B-1B
116,Michael Conforto,27,NYM,52,52,48,438.1,98,92,6,0,1,1.000,2,5,0,0,1,2.01,1.88,OF
117,William Contreras,22,ATL,4,2,2,21.0,22,21,1,0,0,1.000,-1,-57,0,0,0,9.43,5.50,C
118,Willson Contreras,28,CHC,41,39,34,324.1,326,311,13,2,0,.994,3,11,1,4,1,8.99,7.90,C
119,Sam Coonrod,27,SFG,18,0,0,14.2,4,2,2,0,0,1.000,,,0,0,0,2.45,0.22,P
120,Garrett Cooper,29,MIA,15,15,15,122.0,119,108,11,0,11,1.000,-3,-25,-2,-20,0,8.78,7.93,1B
121,Patrick Corbin,30,WSN,11,11,0,65.2,10,1,8,1,1,.900,,,-2,-6,0,1.23,0.82,P
122,Ryan Cordell,28,NYM,5,2,1,19.0,5,5,0,0,0,1.000,0,0,0,0,0,2.37,1.00,OF
123,Will Craig,25,PIT,2,1,0,8.0,9,9,0,0,1,1.000,0,-45,0,0,0,10.13,4.50,1B
124,Brandon Crawford,33,SFG,53,47,45,417.2,201,69,124,8,24,.960,4,11,1,3,-1,4.16,3.64,SS
125,Stefan Crichton,28,ARI,26,0,0,26.0,1,1,0,0,0,1.000,,,0,0,0,0.35,0.04,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
126,Kyle Crick,27,PIT,7,0,0,5.2,2,1,0,1,0,.500,,,-1,-35,0,1.59,0.14,P
127,Nabil Crismatt,25,STL,6,0,0,8.1,5,1,4,0,1,1.000,,,1,24,0,5.40,0.83,P
128,Kevin Cron,27,ARI,1,0,0,1.0,1,1,0,0,0,1.000,0,0,0,0,0,9.00,1.00,1B
129,Jake Cronenworth,26,SDP,54,49,41,429.1,206,116,87,3,23,.985,3,8,1,3,-2,4.26,3.38,2B-1B-SS-3B
130,Wil Crowe,25,WSN,3,3,0,8.1,1,1,0,0,0,1.000,,,0,0,0,1.08,0.33,P
131,Jesus Cruz,25,STL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
132,Johnny Cueto,34,SFG,12,12,0,63.1,8,3,5,0,0,1.000,,,1,3,0,1.14,0.67,P
133,Charlie Culberson,31,ATL,6,1,0,17.1,11,11,0,0,3,1.000,0,-14,0,0,0,5.71,1.83,1B-2B-P
134,Travis d'Arnaud,31,ATL,35,33,32,295.1,296,289,4,3,1,.990,-4,-16,-7,-28,0,8.93,8.37,C
135,David Dahl,26,COL,22,21,19,193.0,51,50,0,1,0,.980,-2,-11,-4,-24,-1,2.33,2.27,OF
136,Yu Darvish,33,CHC,12,12,0,76.0,15,4,10,1,2,.933,,,1,3,0,1.66,1.17,P
137,Matt Davidson,29,CIN,5,2,2,19.1,11,10,1,0,2,1.000,-1,-37,0,0,0,5.12,2.20,1B-P
138,Tucker Davidson,24,ATL,1,1,0,1.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P
139,Zach Davies,27,SDP,12,12,0,69.1,12,5,7,0,0,1.000,,,0,0,0,1.56,1.00,P
140,Austin Davis,27,TOT,9,0,0,6.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P
141,J.D. Davis,27,NYM,42,40,27,321.1,81,19,58,4,5,.951,-8,-30,-9,-33,0,2.16,1.83,3B-OF
142,Jaylin Davis,25,SFG,4,4,3,31.0,10,8,1,1,0,.900,-1,-39,-1,-38,0,2.61,2.25,OF
143,Wade Davis,34,COL,5,0,0,4.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P
144,Grant Dayton,32,ATL,18,0,0,27.1,4,1,3,0,0,1.000,,,0,0,0,1.32,0.22,P
145,José De León,27,CIN,5,0,0,6.0,1,1,0,0,0,1.000,,,0,0,0,1.50,0.20,P
146,Austin Dean,26,STL,3,2,0,15.0,4,4,0,0,0,1.000,-2,-144,-1,-80,0,2.40,1.33,OF-1B
147,Jacob deGrom,32,NYM,12,12,0,68.0,15,7,8,0,0,1.000,,,-2,-6,0,1.99,1.25,P
148,Paul DeJong,26,STL,45,45,44,369.0,156,52,100,4,24,.974,-1,-4,0,0,0,3.71,3.38,SS
149,Miguel Del Pozo,27,PIT,5,0,0,3.2,1,1,0,0,0,1.000,,,0,0,0,2.45,0.20,P
150,Matt Dermody,29,CHC,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
151,Anthony DeSclafani,30,CIN,9,7,0,33.2,7,4,3,0,0,1.000,,,0,0,0,1.87,0.78,P
152,Edwin Díaz,26,NYM,26,0,0,25.2,1,0,0,1,0,.000,,,-1,-8,0,0.00,0.00,P
153,Elías Díaz,29,COL,24,13,12,126.0,88,79,9,0,1,1.000,-1,-10,0,0,0,6.29,3.67,C
154,Isan Díaz,24,MIA,7,6,5,47.0,29,11,18,0,6,1.000,0,10,-1,-26,0,5.55,4.14,2B
155,Jairo Díaz,29,COL,24,0,0,20.0,4,1,3,0,0,1.000,,,0,0,0,1.80,0.17,P
156,Lewin Díaz,23,MIA,11,10,9,85.0,94,88,6,0,10,1.000,0,6,2,28,0,9.95,8.55,1B
157,Alex Dickerson,30,SFG,46,36,18,298.0,65,63,1,1,0,.985,-2,-6,-7,-28,0,1.93,1.39,OF
158,Corey Dickerson,31,MIA,46,45,26,344.1,67,62,3,2,0,.970,-10,-33,-2,-6,0,1.70,1.41,OF
159,Phillip Diehl,25,COL,6,0,0,6.0,2,0,2,0,0,1.000,,,0,0,0,3.00,0.33,P
160,Wilmer Difo,28,WSN,10,2,2,37.0,10,4,6,0,1,1.000,-1,-23,0,0,0,2.43,1.00,2B-3B-SS
161,Sean Doolittle,33,WSN,11,0,0,7.2,1,0,1,0,0,1.000,,,0,0,0,1.17,0.09,P
162,Tommy Doyle,24,COL,3,0,0,2.1,1,0,1,0,0,1.000,,,0,0,0,3.86,0.33,P
163,Brian Dozier,33,NYM,5,3,1,28.1,17,9,7,1,3,.941,0,-17,-2,-85,0,5.08,3.20,2B
164,Mauricio Dubón,25,SFG,54,46,39,411.2,135,104,28,3,6,.978,-1,-3,4,11,-1,2.89,2.20,OF-2B-SS
165,Steven Duggar,26,SFG,20,10,5,103.2,22,22,0,0,0,1.000,2,19,0,0,0,1.91,1.10,OF
166,Robert Dugger,24,MIA,4,1,0,10.2,1,1,0,0,0,1.000,,,0,0,0,0.84,0.25,P
167,Adam Duvall,31,ATL,56,47,39,419.2,82,79,1,2,0,.976,-2,-5,0,0,1,1.72,1.43,OF
168,Jarrod Dyson,35,PIT,21,15,15,143.1,39,37,1,1,0,.974,-3,-23,-2,-16,0,2.39,1.81,OF
169,Adam Eaton,31,WSN,41,40,37,335.0,82,81,0,1,0,.988,0,1,-7,-25,0,2.18,1.98,OF
170,Tommy Edman,25,STL,54,54,34,438.0,146,65,74,7,10,.952,5,13,7,19,1,2.86,1.90,3B-OF-SS-2B
171,Zach Eflin,26,PHI,11,10,1,59.0,10,1,9,0,0,1.000,,,1,3,0,1.53,0.91,P
172,Brett Eibner,31,MIA,3,0,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P
173,Seth Elledge,24,STL,12,0,0,11.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P
174,Robbie Erlin,29,TOT,9,5,0,26.2,5,0,5,0,0,1.000,,,1,45,0,1.69,0.56,P
175,Phil Ervin,27,CIN,16,7,5,74.0,11,11,0,0,0,1.000,2,28,1,16,0,1.34,0.69,OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
176,Eduardo Escobar,31,ARI,50,49,48,422.1,134,32,94,8,15,.940,4,11,0,0,0,2.69,2.52,3B-2B
177,Paolo Espino,33,WSN,2,1,0,6.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
178,Carlos Estévez,27,COL,26,0,0,24.0,2,1,1,0,0,1.000,,,0,0,0,0.75,0.08,P
179,Phillip Evans,27,PIT,11,11,8,90.2,24,12,9,3,1,.875,-2,-30,-4,-52,-1,2.08,1.91,3B-OF-1B
180,Jeurys Familia,30,NYM,25,0,0,26.2,5,1,4,0,0,1.000,,,-1,-8,0,1.69,0.20,P
181,Kyle Farmer,29,CIN,32,19,15,174.2,66,20,44,2,14,.970,4,28,3,20,0,3.30,1.94,SS-2B-3B-OF-1B
182,Erick Fedde,27,WSN,11,8,0,50.1,16,4,12,0,2,1.000,,,2,8,0,2.86,1.45,P
183,Michael Feliz,27,PIT,3,0,0,1.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P
184,Caleb Ferguson,23,LAD,21,1,0,18.2,4,0,3,1,1,.750,,,-1,-11,0,1.45,0.14,P
185,Junior Fernández,23,STL,3,0,0,3.0,1,0,1,0,0,1.000,,,0,0,0,3.00,0.33,P
186,J.P. Feyereisen,27,MIL,6,0,0,9.1,1,0,1,0,0,1.000,,,0,0,0,0.96,0.17,P
187,Kyle Finnegan,28,WSN,25,0,0,24.2,9,3,5,1,1,.889,,,-1,-8,0,2.92,0.32,P
188,Jack Flaherty,24,STL,9,9,0,40.1,5,1,4,0,0,1.000,,,1,5,0,1.12,0.56,P
189,Wilmer Flores,28,SFG,30,29,17,235.0,156,107,46,3,16,.981,-1,-4,2,10,1,5.86,4.94,2B-1B-3B
190,Dylan Floro,29,LAD,25,0,0,24.1,8,1,7,0,2,1.000,,,1,8,0,2.96,0.32,P
191,Tyler Flowers,34,ATL,22,22,20,184.0,187,181,5,1,0,.995,-1,-7,2,13,0,9.10,8.45,C
192,Mike Foltynewicz,28,ATL,1,1,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P
193,Logan Forsythe,33,MIA,11,9,7,76.1,43,29,14,0,5,1.000,0,3,0,0,0,5.07,3.91,2B-1B-P
194,Dexter Fowler,34,STL,27,27,17,208.0,38,38,0,0,0,1.000,-3,-20,-2,-11,0,1.64,1.41,OF
195,Ty France,25,SDP,7,6,5,54.0,39,30,9,0,2,1.000,1,16,1,22,0,6.50,5.57,1B-3B
196,Adam Frazier,28,PIT,54,53,50,451.2,182,89,92,1,24,.995,9,23,7,18,0,3.61,3.29,2B-OF
197,Todd Frazier,34,NYM,14,12,11,106.0,39,9,29,1,3,.974,0,0,2,23,-1,3.23,2.53,3B-P
198,Kyle Freeland,27,COL,13,13,0,70.2,15,3,11,1,1,.933,,,1,3,0,1.78,1.08,P
199,Freddie Freeman,30,ATL,58,56,50,477.1,460,427,32,1,44,.998,1,1,1,3,1,8.65,7.91,1B
200,Sam Freeman,33,WSN,7,0,0,5.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
201,Max Fried,26,ATL,11,11,0,56.0,17,1,15,1,1,.941,,,5,18,0,2.57,1.45,P
202,Joshua Fuentes,27,COL,28,24,18,216.0,228,204,23,1,27,.996,4,24,7,38,0,9.46,6.68,1B-3B-OF
203,Giovanny Gallegos,28,STL,16,0,0,15.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
204,Zac Gallen,24,ARI,12,12,0,72.0,7,3,4,0,1,1.000,,,-2,-6,0,0.88,0.58,P
205,Freddy Galvis,30,CIN,45,42,37,361.0,131,40,88,3,13,.977,1,4,0,0,0,3.19,2.61,SS-2B
206,Ben Gamel,28,MIL,37,31,25,281.0,51,50,1,0,0,1.000,-4,-18,-2,-8,0,1.63,1.38,OF
207,John Gant,27,STL,17,0,0,15.0,3,1,2,0,0,1.000,,,1,13,0,1.80,0.18,P
208,Avisaíl García,29,MIL,49,47,40,393.1,69,67,2,0,1,1.000,-4,-12,-4,-12,0,1.58,1.41,OF
209,Greg Garcia,30,SDP,19,8,6,96.1,37,10,26,1,3,.973,1,14,1,12,-1,3.36,1.71,2B-3B
210,Jarlín García,27,SFG,19,0,0,18.1,2,1,1,0,0,1.000,,,0,0,0,0.98,0.11,P
211,Luis García,20,WSN,40,36,32,298.1,117,57,54,6,15,.949,-12,-49,-5,-20,1,3.35,2.78,2B-SS
212,Rico Garcia,26,SFG,12,0,0,10.0,1,1,0,0,0,1.000,,,0,0,0,0.90,0.08,P
213,Yimi García,29,MIA,14,0,0,15.0,3,1,1,1,0,.667,,,1,13,0,1.20,0.14,P
214,Kyle Garlick,28,PHI,10,7,4,47.0,2,2,0,0,0,1.000,-4,-97,-2,-51,0,0.38,0.20,OF
