Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Fernando Abad,25,HOU,29,0,0,19.2,5,1,2,2,0,.600,,,-1,-10,0,1.37,0.10,P
2,Juan Abreu,26,HOU,7,0,0,6.2,1,1,0,0,0,1.000,,,0,0,0,1.35,0.14,P
3,Manny Acosta,30,NYM,44,0,0,47.0,6,3,3,0,0,1.000,,,-1,-4,0,1.15,0.14,P
4,Mike Adams,32,SDP,48,0,0,48.0,4,1,3,0,0,1.000,,,-1,-4,0,0.75,0.08,P
5,Jeremy Affeldt,32,SFG,67,0,0,61.2,18,7,11,0,0,1.000,,,2,6,0,2.63,0.27,P
6,Eliézer Alfonzo,32,COL,19,18,18,159.1,145,128,12,5,2,.966,-1,-8,2,16,0,7.91,7.37,C
7,Brandon Allen,25,ARI,10,9,8,85.0,82,77,5,0,9,1.000,3,35,0,0,0,8.68,8.20,1B
8,Erick Almonte,33,MIL,9,6,3,47.0,5,5,0,0,0,1.000,-1,-20,-4,-102,0,0.96,0.56,OF-1B
9,Yonder Alonso,24,CIN,20,16,6,134.2,35,30,4,1,0,.971,-1,-12,-12,-106,-4,2.27,1.70,OF-1B-3B
10,José Altuve,21,HOU,55,51,49,460.2,217,80,135,2,25,.991,1,3,2,5,1,4.20,3.91,2B
11,Pedro Álvarez,24,PIT,66,62,55,549.0,214,55,145,14,15,.935,-1,-3,-9,-19,-1,3.28,3.03,3B
12,Alfredo Amézaga,33,TOT,25,16,14,160.1,82,34,46,2,7,.976,-2,-12,-3,-22,0,4.49,3.08,2B-SS-OF-3B
13,Rick Ankiel,31,WSN,113,90,81,845.0,255,245,9,1,0,.996,17,23,18,25,2,2.71,2.25,OF
14,José Arredondo,27,CIN,53,0,0,53.0,11,10,1,0,0,1.000,,,0,0,0,1.87,0.21,P
15,Bronson Arroyo,34,CIN,32,32,1,199.0,56,22,30,4,2,.929,,,4,4,0,2.35,1.63,P
16,José Ascanio,26,PIT,8,0,0,6.1,0,0,0,0,0,,,,-1,-32,,0.00,0.00,P
17,Jairo Asencio,28,ATL,6,0,0,10.1,5,2,3,0,1,1.000,,,1,19,0,4.35,0.83,P
18,Bryan Augenstein,24,STL,5,0,0,5.2,1,0,1,0,0,1.000,,,0,0,0,1.59,0.20,P
19,John Axford,28,MIL,74,0,0,73.2,10,1,7,2,1,.800,,,0,0,0,0.98,0.11,P
20,Burke Badenhop,28,FLA,50,0,0,63.2,13,4,9,0,0,1.000,,,1,3,1,1.84,0.26,P
21,Danys Báez,33,PHI,29,0,0,36.0,7,3,4,0,0,1.000,,,-1,-6,0,1.75,0.24,P
22,Homer Bailey,25,CIN,22,22,0,132.0,26,14,11,1,1,.962,,,-2,-3,0,1.70,1.14,P
23,Jeff Baker,30,CHC,56,42,16,351.2,206,155,50,1,13,.995,-5,-17,-3,-10,1,5.25,3.47,1B-2B-3B-OF
24,John Baker,30,FLA,1,0,0,3.0,2,2,0,0,0,1.000,0,0,0,0,,6.00,2.00,C
25,Collin Balester,25,WSN,23,0,0,35.2,3,0,2,1,0,.667,,,-2,-11,0,0.50,0.09,P
