Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Fernando Abad,24,HOU,22,0,0,19.0,3,0,3,0,0,1.000,,,0,0,0,1.42,0.14,P
2,Tony Abreu,25,ARI,44,38,30,329.1,137,43,84,10,16,.927,-4,-13,-2,-5,0,3.47,2.70,3B-SS-2B
3,Manny Acosta,29,NYM,41,0,0,39.2,5,2,3,0,1,1.000,,,0,0,0,1.13,0.12,P
4,Mike Adams,31,SDP,70,0,0,66.2,10,4,6,0,0,1.000,,,0,0,0,1.35,0.14,P
5,Jeremy Affeldt,31,SFG,53,0,0,50.0,21,3,15,3,0,.857,,,0,0,0,3.24,0.34,P
6,Brandon Allen,24,ARI,18,16,7,121.0,41,41,0,0,2,1.000,3,32,2,19,0,3.05,2.28,OF-1B
7,Yonder Alonso,23,CIN,6,3,2,30.0,30,24,4,2,5,.933,0,16,2,88,1,8.40,4.67,1B
8,Pedro Álvarez,23,PIT,94,94,92,814.2,276,61,198,17,17,.938,-15,-22,-10,-14,0,2.86,2.76,3B
9,Bryan Anderson,23,STL,8,6,5,55.0,45,40,4,1,0,.978,-1,-22,-1,-20,0,7.20,5.50,C
10,Garret Anderson,38,LAD,34,25,21,234.1,42,38,2,2,0,.952,2,10,2,10,0,1.54,1.18,OF
11,Rick Ankiel,30,ATL,45,34,32,325.1,79,73,4,2,1,.975,3,11,4,14,2,2.13,1.71,OF
12,Joaquín Arias,25,NYM,16,5,2,62.0,35,20,13,2,4,.943,-1,-19,-1,-19,0,4.79,2.06,2B-SS-OF
13,Bronson Arroyo,33,CIN,33,33,2,215.2,49,18,31,0,5,1.000,,,8,8,1,2.04,1.48,P
14,Luis Atilano,25,WSN,16,16,0,85.2,26,10,14,2,2,.923,,,1,3,0,2.52,1.50,P
15,Mitch Atkins,24,CHC,5,0,0,10.0,2,0,2,0,0,1.000,,,0,0,0,1.80,0.40,P
16,Brad Ausmus,41,LAD,21,19,15,167.2,174,168,5,1,0,.994,-2,-14,-1,-6,1,9.29,8.24,C
17,John Axford,27,MIL,50,0,0,58.0,9,4,5,0,2,1.000,,,0,0,0,1.40,0.18,P
18,Burke Badenhop,27,FLA,53,0,0,67.2,23,1,21,1,2,.957,,,1,3,-1,2.93,0.42,P
19,Danys Báez,32,PHI,51,0,0,47.2,17,0,17,0,0,1.000,,,3,13,0,3.21,0.33,P
20,Homer Bailey,24,CIN,19,19,1,109.0,22,15,6,1,1,.955,,,-2,-3,0,1.73,1.11,P
21,Jeff Baker,29,CHC,65,48,34,431.2,203,85,111,7,15,.966,5,14,0,0,0,4.09,2.93,3B-2B-OF-1B
22,John Baker,29,FLA,21,20,19,178.0,163,152,9,2,1,.988,-1,-7,-1,-5,1,8.14,7.67,C
23,Collin Balester,24,WSN,17,0,0,21.0,2,0,2,0,0,1.000,,,0,0,0,0.86,0.12,P
24,Josh Banks,27,HOU,1,1,0,4.0,1,0,1,0,0,1.000,,,0,0,0,2.25,1.00,P
25,Rod Barajas,34,TOT,96,87,81,776.0,711,681,27,3,5,.996,0,0,-3,-4,0,8.21,7.38,C
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
26,Brian Barden,29,FLA,25,4,4,81.1,36,10,25,1,4,.972,1,18,0,6,0,3.87,1.40,SS-3B-2B
27,Clint Barmes,31,COL,131,108,95,995.1,562,213,339,10,92,.982,15,18,13,16,1,4.99,4.06,2B-SS-3B
28,Darwin Barney,24,CHC,26,18,15,173.1,84,24,58,2,14,.976,4,27,5,37,1,4.26,3.04,SS-2B-3B
29,Brian Bass,28,PIT,4,0,0,7.1,1,0,1,0,0,1.000,,,0,0,0,1.23,0.25,P
30,Antonio Bastardo,24,PHI,25,0,0,18.2,2,0,2,0,0,1.000,,,0,0,0,0.96,0.08,P
31,Miguel Batista,39,WSN,58,1,0,82.2,14,5,9,0,1,1.000,,,0,0,0,1.52,0.24,P
32,Denny Bautista,29,SFG,31,0,0,33.2,5,1,4,0,0,1.000,,,-1,-5,0,1.34,0.16,P
33,Mike Baxter,25,SDP,1,0,0,1.0,1,1,0,0,0,1.000,0,0,0,0,0,9.00,1.00,1B
34,Jason Bay,31,NYM,93,92,88,820.2,148,141,6,1,1,.993,0,0,6,8,2,1.61,1.58,OF
35,Brandon Beachy,23,ATL,3,3,0,15.0,4,4,0,0,0,1.000,,,0,0,0,2.40,1.33,P
36,Joe Beimel,33,COL,71,0,0,45.0,16,7,9,0,0,1.000,,,1,5,0,3.20,0.23,P
37,Ronald Belisario,27,LAD,59,0,0,55.1,13,4,9,0,0,1.000,,,0,0,0,2.11,0.22,P
38,Matt Belisle,30,COL,76,0,0,92.0,16,4,10,2,2,.875,,,-1,-2,0,1.37,0.18,P
39,Heath Bell,32,SDP,67,0,0,70.0,7,3,4,0,0,1.000,,,0,0,0,0.90,0.10,P
40,Ronnie Belliard,35,LAD,41,36,18,296.1,165,94,66,5,18,.970,-2,-6,-2,-7,-2,4.86,3.48,2B-3B-1B
41,Carlos Beltrán,33,NYM,61,58,55,517.2,150,146,4,0,1,1.000,5,10,-10,-23,0,2.61,2.46,OF
42,Kris Benson,35,ARI,3,3,0,14.0,2,1,1,0,0,1.000,,,-1,-13,0,1.29,0.67,P
43,Justin Berg,26,CHC,41,0,0,40.0,8,4,4,0,0,1.000,,,-1,-5,0,1.80,0.20,P
44,Jason Bergmann,28,WSN,4,0,0,2.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P
45,Lance Berkman,34,HOU,85,84,80,739.0,769,696,72,1,60,.999,0,0,3,5,0,9.35,9.04,1B
46,Roger Bernadina,26,WSN,130,111,82,988.0,220,207,9,4,4,.982,-4,-5,7,8,-2,1.97,1.66,OF
47,Rafael Betancourt,35,COL,72,0,0,62.1,7,3,4,0,0,1.000,,,0,0,0,1.01,0.10,P
