Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Cristhian Adames,24,COL,68,43,38,415.0,212,68,138,6,24,.972,-4,-10,-3,-9,1,4.47,2.99,SS-2B-3B
2,Matt Adams,27,STL,86,69,47,601.2,695,617,71,7,62,.990,-1,-3,-1,-2,-2,10.29,8.00,1B
3,Tim Adleman,28,CIN,13,13,0,69.2,13,6,7,0,0,1.000,,,1,3,0,1.68,1.00,P
4,Ehire Adrianza,26,SFG,25,10,6,111.1,46,11,33,2,4,.957,0,2,-1,-11,0,3.56,1.63,SS-2B-3B
5,Nick Ahmed,26,ARI,88,80,72,721.1,394,111,273,10,61,.975,14,23,15,25,2,4.79,4.36,SS
6,Jorge Alfaro,23,PHI,4,4,3,31.0,27,27,0,0,0,1.000,-1,-39,-1,-39,-1,7.84,6.75,C
7,Albert Almora,22,CHC,41,22,20,237.0,75,74,1,0,2,1.000,6,28,3,15,-1,2.85,1.83,OF
8,Aaron Altherr,25,PHI,57,54,34,482.1,113,109,3,1,1,.991,4,9,3,7,-1,2.09,1.96,OF
9,Dario Álvarez,27,ATL,16,0,0,15.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
10,Alexi Amarista,27,SDP,54,31,24,328.1,135,61,72,2,19,.985,-4,-14,-3,-10,0,3.65,2.38,2B-SS-OF-3B-P
11,Brett Anderson,28,LAD,4,3,0,11.1,3,0,3,0,0,1.000,,,-1,-18,0,2.38,0.75,P
12,Chase Anderson,28,MIL,31,30,0,151.2,28,8,19,1,1,.964,,,4,5,0,1.60,0.87,P
13,Tyler Anderson,26,COL,19,19,0,114.1,34,3,29,2,2,.941,,,5,9,1,2.52,1.68,P
14,Robert Andino,32,MIA,5,4,1,35.0,15,9,6,0,1,1.000,2,55,0,0,0,3.86,2.14,2B-OF-SS-3B
15,Elvis Araújo,24,PHI,32,0,0,27.1,4,1,3,0,0,1.000,,,0,0,0,1.32,0.13,P
16,Orlando Arcia,21,MIL,53,53,50,464.2,263,98,160,5,31,.981,2,6,4,10,0,5.00,4.87,SS
17,Oswaldo Arcia,25,SDP,13,11,10,97.2,27,26,1,0,0,1.000,3,36,-1,-12,0,2.49,2.08,OF
18,Nolan Arenado,25,COL,160,159,142,1377.1,490,99,378,13,39,.973,1,0,13,11,4,3.12,2.98,3B
19,Jake Arrieta,30,CHC,31,31,1,197.1,55,12,40,3,6,.945,,,5,5,0,2.37,1.68,P
20,Cody Asche,26,PHI,57,54,34,440.2,108,104,3,1,0,.991,1,4,-5,-13,-1,2.19,1.88,OF
21,Alec Asher,24,PHI,5,5,0,27.2,7,3,4,0,1,1.000,,,0,0,0,2.28,1.40,P
22,Carlos Asuaje,24,SDP,6,6,5,53.0,34,14,19,1,3,.971,1,32,0,0,0,5.60,5.50,2B
23,Luis Avilán,26,LAD,27,0,0,19.2,5,0,4,1,0,.800,,,-1,-10,0,1.83,0.15,P
24,Erick Aybar,32,ATL,94,89,81,797.0,370,110,247,13,48,.965,-8,-12,-1,-2,0,4.03,3.80,SS-2B
25,Javier Báez,23,CHC,137,97,82,971.0,471,173,283,15,41,.968,13,16,12,14,2,4.23,2.96,2B-3B-SS-1B-OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
26,Pedro Báez,28,LAD,73,0,0,74.0,12,0,9,3,2,.750,,,1,3,0,1.09,0.12,P
27,Andrew Bailey,32,PHI,33,0,0,32.1,3,1,2,0,0,1.000,,,-1,-6,0,0.84,0.09,P
28,Homer Bailey,30,CIN,6,6,0,23.0,4,3,1,0,0,1.000,,,-2,-17,0,1.57,0.67,P
29,Austin Barnes,26,LAD,16,7,4,73.0,61,51,10,0,3,1.000,2,39,1,16,0,7.52,3.59,C-2B-3B
30,Brandon Barnes,30,COL,43,20,19,227.1,51,47,3,1,1,.980,3,15,6,31,1,1.98,1.16,OF
31,Jacob Barnes,26,MIL,27,0,0,26.2,6,2,3,1,0,.833,,,0,0,0,1.69,0.19,P
32,Tucker Barnhart,25,CIN,108,106,99,931.2,898,817,74,7,6,.992,5,6,-1,-1,4,8.61,8.25,C
33,Kyle Barraclough,26,MIA,75,0,0,72.2,10,1,8,1,1,.900,,,0,0,0,1.11,0.12,P
34,Jake Barrett,24,ARI,68,0,0,59.1,6,4,2,0,0,1.000,,,-1,-3,0,0.91,0.09,P
35,Antonio Bastardo,30,TOT,69,0,0,67.2,6,1,4,1,0,.833,,,-2,-35,0,0.67,0.07,P
36,Buddy Baumann,28,SDP,11,0,0,9.2,0,0,0,0,0,,,,0,0,0,0.00,0.00,P
37,Gordon Beckham,29,TOT,71,57,41,524.0,242,81,157,4,27,.983,-7,-16,-7,-16,-2,4.09,2.98,2B-3B-SS
38,Matt Belisle,36,WSN,40,0,0,46.0,4,1,3,0,0,1.000,,,-2,-9,0,0.78,0.10,P
39,Josh Bell,23,PIT,36,33,14,258.2,192,174,14,4,11,.979,-6,-27,-11,-51,-2,6.54,4.82,1B-OF
40,Brandon Belt,28,SFG,152,149,140,1342.1,1387,1285,94,8,110,.994,0,0,5,4,-1,9.25,8.95,1B-OF
41,Christian Bergman,28,COL,15,1,0,24.2,3,0,3,0,0,1.000,,,0,0,0,1.09,0.20,P
42,Christian Bethancourt,24,SDP,53,42,34,398.1,298,263,32,3,3,.990,-2,-7,2,6,-3,6.67,5.27,C-OF-P-2B
43,Chad Bettis,27,COL,32,32,1,186.0,45,12,31,2,1,.956,,,-2,-2,0,2.08,1.34,P
