Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Fernando Abad,33,SFG,21,0,0,13.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
2,Ronald Acuna Jr.,21,ATL,156,154,124,1364.0,338,325,10,3,1,.991,15,13,6,5,3,2.21,2.15,OF
3,Cristhian Adames,27,SFG,7,5,5,46.0,15,7,8,0,2,1.000,1,29,1,26,0,2.93,2.14,2B-3B
4,Austin Adams,28,WSN,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
5,Matt Adams,30,WSN,79,71,60,610.1,558,502,51,5,40,.991,1,2,7,14,0,8.15,7.00,1B
6,Jim Adduci,34,CHC,1,1,1,8.0,5,5,0,0,0,1.000,1,120,1,150,0,5.63,5.00,OF
7,Dario Agrazal,24,PIT,15,14,0,73.1,12,5,6,1,1,.917,,,1,3,0,1.35,0.73,P
8,Jesús Aguilar,29,MIL,61,52,42,468.0,444,405,35,4,38,.991,6,14,0,0,1,8.46,7.10,1B-3B
9,Nick Ahmed,29,ARI,158,155,146,1381.0,632,207,412,13,79,.979,13,12,16,14,0,4.03,3.92,SS
10,R.J. Alaniz,28,CIN,8,0,0,11.2,4,2,1,1,0,.750,,,-1,-17,0,2.31,0.38,P
11,Matt Albers,36,MIL,67,0,0,59.2,6,2,4,0,0,1.000,,,-3,-10,0,0.91,0.09,P
12,Ozzie Albies,22,ATL,158,157,155,1405.0,661,273,384,4,117,.994,2,2,9,8,1,4.21,4.16,2B
13,Sandy Alcántara,23,MIA,32,32,2,197.1,34,10,20,4,0,.882,,,-4,-4,0,1.37,0.94,P
14,Scott Alexander,29,LAD,28,0,0,17.1,6,2,3,1,0,.833,,,0,0,0,2.60,0.18,P
15,Jorge Alfaro,26,MIA,119,112,106,974.0,996,930,55,11,8,.989,-3,-4,-2,-2,-3,9.10,8.28,C-1B
16,Austin Allen,25,SDP,21,14,13,133.0,143,131,11,1,3,.993,-1,-7,0,0,0,9.61,6.76,C-1B
17,Logan Allen,22,SDP,8,4,0,25.1,8,1,7,0,1,1.000,,,1,8,0,2.84,1.00,P
18,Abraham Almonte,30,ARI,12,7,4,67.0,18,16,1,1,0,.944,-1,-13,1,17,0,2.28,1.42,OF
19,Yency Almonte,25,COL,28,0,0,34.0,4,2,2,0,0,1.000,,,0,0,0,1.06,0.14,P
20,Albert Almora,25,CHC,125,80,69,765.1,207,201,3,3,0,.986,-13,-20,-3,-4,0,2.40,1.63,OF
21,Pete Alonso,24,NYM,156,152,123,1328.0,1202,1078,112,12,108,.990,7,6,1,1,-2,8.06,7.63,1B
22,Yonder Alonso,32,COL,11,10,9,85.0,88,83,5,0,6,1.000,1,11,0,0,0,9.32,8.00,1B
23,Aaron Altherr,28,TOT,32,8,3,128.1,37,36,0,1,0,.973,1,6,1,9,0,2.52,1.13,OF-P
24,José Álvarez,30,PHI,67,1,0,59.0,18,5,13,0,0,1.000,,,3,10,0,2.75,0.27,P
25,Adbert Alzolay,24,CHC,4,2,0,12.1,4,2,1,1,0,.750,,,0,0,0,2.19,0.75,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
26,Brian Anderson,26,MIA,119,119,112,1044.1,286,144,135,7,15,.976,9,10,10,11,2,2.40,2.29,3B-OF
27,Chase Anderson,31,MIL,32,27,0,139.0,20,4,15,1,0,.950,,,-1,-1,0,1.23,0.59,P
28,Drew Anderson,25,PHI,2,0,0,6.0,1,0,1,0,0,1.000,,,0,0,0,1.50,0.50,P
29,Nick Anderson,28,MIA,45,0,0,43.2,7,2,4,1,0,.857,,,1,5,0,1.24,0.13,P
30,Shaun Anderson,24,SFG,28,16,0,96.0,26,10,14,2,2,.923,,,2,4,0,2.25,0.86,P
31,Tyler Anderson,29,COL,5,5,0,20.2,3,2,1,0,0,1.000,,,-1,-10,0,1.31,0.60,P
32,Matt Andriese,29,ARI,54,0,0,70.2,20,6,12,2,1,.900,,,-2,-6,0,2.29,0.33,P
33,Aristides Aquino,25,CIN,54,53,49,464.2,102,97,3,2,0,.980,6,15,2,5,-1,1.94,1.82,OF-1B
34,Víctor Arano,24,PHI,3,0,0,4.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P
35,Chris Archer,30,PIT,23,23,0,119.2,22,7,14,1,0,.955,,,0,0,0,1.58,0.91,P
36,Orlando Arcia,24,MIL,150,139,126,1241.1,572,208,350,14,79,.976,-3,-3,-2,-2,2,4.05,3.72,SS
37,Nolan Arenado,28,COL,154,151,135,1319.2,457,111,337,9,43,.980,18,17,23,21,0,3.06,2.91,3B
38,Randy Arozarena,24,STL,11,4,2,43.2,12,11,1,0,0,1.000,1,19,1,27,0,2.47,1.09,OF
39,Jake Arrieta,33,PHI,24,24,0,135.2,42,13,26,3,3,.929,,,3,4,0,2.59,1.63,P
40,Tyler Austin,27,TOT,45,31,11,253.1,111,100,9,2,6,.982,-2,-11,3,14,1,3.87,2.37,OF-1B
41,Abiatal Avelino,24,SFG,2,2,1,14.0,6,3,3,0,1,1.000,0,9,0,0,0,3.86,3.00,SS-OF
42,Alex Avila,32,ARI,55,49,37,433.0,415,384,29,2,2,.995,7,19,8,22,3,8.58,7.38,C-P
43,Pedro Avila,22,SDP,1,1,0,5.1,1,1,0,0,0,1.000,,,0,0,0,1.69,1.00,P
44,Luis Avilán,29,NYM,45,0,0,32.0,7,4,3,0,0,1.000,,,0,0,0,1.97,0.16,P
45,Harrison Bader,25,STL,122,95,87,909.2,251,239,8,4,4,.984,5,6,15,19,-1,2.44,2.02,OF
46,Javier Báez,26,CHC,130,129,119,1125.2,551,167,369,15,88,.973,12,13,32,34,3,4.29,4.12,SS-3B
47,Michel Báez,23,SDP,24,1,0,29.2,7,4,3,0,0,1.000,,,1,7,0,2.12,0.29,P
48,Pedro Báez,31,LAD,71,0,0,69.2,9,2,6,1,0,.889,,,-1,-3,0,1.03,0.11,P
49,Austin Barnes,29,LAD,65,62,54,529.2,576,554,16,6,1,.990,1,1,7,16,2,9.69,8.77,C-2B
50,Jacob Barnes,29,MIL,18,1,0,19.2,2,0,2,0,0,1.000,,,-1,-10,0,0.92,0.11,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
51,Tony Barnette,35,CHC,2,0,0,1.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P
52,Tucker Barnhart,28,CIN,103,87,78,782.0,873,824,47,2,4,.998,0,0,4,6,4,10.02,8.30,C-1B
53,Steven Baron,28,PIT,5,2,1,17.2,14,12,0,2,0,.857,-1,-68,0,0,0,6.11,2.40,C
54,Kyle Barraclough,29,TOT,43,0,0,33.2,9,3,4,2,0,.778,,,1,35,0,1.87,0.16,P
55,Tres Barrera,24,WSN,1,0,0,2.0,0,0,0,0,0,,0,0,0,0,0,0.00,0.00,C
56,Aaron Barrett,31,WSN,3,0,0,2.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P
57,Tyler Bashlor,26,NYM,24,0,0,22.0,0,0,0,0,0,,,,-1,-9,,0.00,0.00,P
