Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Reggie Abercrombie,27,HOU,22,12,6,109.1,38,36,2,0,1,1.000,2,25,2,22,0,3.13,1.73,OF
2,Manny Acosta,27,ATL,46,0,0,53.0,22,7,13,2,3,.909,,,4,15,0,3.40,0.43,P
3,Mike Adams,29,SDP,54,0,0,65.1,14,9,5,0,1,1.000,,,0,0,0,1.93,0.26,P
4,Jon Adkins,30,CIN,4,0,0,3.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P
5,Jeremy Affeldt,29,CIN,74,0,0,78.1,30,7,22,1,2,.967,,,1,3,0,3.33,0.39,P
6,Chris Aguila,29,NYM,6,2,0,26.0,6,5,1,0,0,1.000,0,9,0,0,0,2.08,1.00,OF
7,Eliézer Alfonzo,29,SFG,2,2,2,17.0,12,10,1,1,0,.917,-1,-71,-1,-71,0,5.82,5.50,C
8,Moisés Alou,41,NYM,13,13,5,92.1,18,18,0,0,0,1.000,-2,-23,-2,-26,0,1.75,1.38,OF
9,Chip Ambres,28,SDP,10,9,6,72.1,20,19,0,1,0,.950,0,-7,2,33,0,2.36,1.90,OF
10,Alfredo Amézaga,30,FLA,111,67,57,681.1,249,187,60,2,7,.992,5,9,23,40,0,3.26,2.01,OF-SS-2B-3B
11,Josh Anderson,25,ATL,35,30,25,270.0,67,64,1,2,0,.970,0,0,12,53,0,2.17,1.86,OF
12,Marlon Anderson,34,NYM,31,23,11,195.2,77,68,7,2,5,.974,8,50,7,42,0,3.45,2.34,OF-1B-2B
13,Robert Andino,24,FLA,21,9,7,104.2,67,32,33,2,7,.970,3,31,4,45,0,5.59,3.10,2B-SS-OF-3B
14,Rick Ankiel,28,STL,106,100,86,899.1,248,236,4,8,1,.968,3,3,-10,-13,0,2.40,2.26,OF
15,Matt Antonelli,23,SDP,18,15,12,137.1,74,38,34,2,7,.973,-3,-27,-3,-27,0,4.72,4.00,2B
16,Danny Ardoin,33,LAD,24,17,10,145.1,138,126,11,1,4,.993,-1,-8,3,25,1,8.48,5.71,C
17,Alberto Árias,24,TOT,15,2,0,21.2,4,2,1,1,1,.750,,,0,0,0,1.25,0.20,P
18,Tony Armas,30,NYM,3,1,0,8.1,3,1,2,0,0,1.000,,,0,0,0,3.24,1.00,P
19,Bronson Arroyo,31,CIN,34,34,1,200.0,49,18,31,0,0,1.000,,,5,5,0,2.21,1.44,P
20,José Ascanio,23,CHC,6,0,0,5.2,3,0,2,1,0,.667,,,-1,-35,0,3.18,0.33,P
21,Garrett Atkins,28,COL,154,152,135,1333.0,841,601,225,15,78,.982,2,2,-14,-12,0,5.58,5.29,3B-1B-2B
22,Rich Aurilia,36,SFG,128,99,73,907.2,517,415,93,9,56,.983,-3,-4,-6,-8,-1,5.04,3.48,1B-3B-2B
23,Brad Ausmus,39,HOU,80,62,51,575.2,469,433,33,3,4,.994,2,3,0,0,0,7.29,5.75,C-1B-3B-2B
24,Luis Ayala,30,TOT,81,0,0,75.2,14,2,12,0,1,1.000,,,1,15,0,1.67,0.17,P
25,Brandon Backe,30,HOU,31,31,0,166.2,33,15,17,1,2,.970,,,1,1,0,1.73,1.03,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
26,Burke Badenhop,25,FLA,13,8,0,47.1,12,3,9,0,0,1.000,,,2,8,0,2.28,0.92,P
27,Cha-Seung Baek,28,SDP,22,20,0,111.0,29,14,13,2,2,.931,,,0,0,0,2.19,1.23,P
28,Homer Bailey,22,CIN,8,8,0,36.1,6,2,3,1,0,.833,,,-2,-11,0,1.24,0.63,P
29,Jeff Baker,27,COL,78,70,41,580.1,379,221,153,5,49,.987,-2,-5,-2,-4,0,5.80,4.51,2B-1B-3B-OF
30,John Baker,27,FLA,59,54,53,496.0,428,402,22,4,0,.991,-3,-7,-2,-5,2,7.69,7.19,C
31,Paul Bako,36,CIN,96,88,74,770.2,723,679,39,5,7,.993,0,0,-3,-5,1,8.38,7.48,C
32,Collin Balester,22,WSN,15,15,0,80.0,12,5,5,2,1,.833,,,-2,-5,0,1.13,0.67,P
33,Josh Banks,25,SDP,17,14,1,85.1,23,9,14,0,0,1.000,,,1,2,0,2.43,1.35,P
34,Josh Bard,30,SDP,49,47,42,416.2,352,329,20,3,1,.991,-4,-12,-1,-3,0,7.54,7.12,C
35,Brian Barden,27,STL,6,1,1,16.0,8,1,6,1,0,.875,0,-23,0,30,0,3.94,1.17,2B-3B-1B
36,Clint Barmes,29,COL,101,91,71,825.1,462,151,301,10,67,.978,6,9,7,10,0,4.93,4.07,2B-SS-3B-OF
