Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Reggie Abercrombie,26,FLA,19,17,10,144.2,63,60,2,1,0,.984,5,41,6,49,4,3.86,3.26,OF
2,Tony Abreu,22,LAD,51,38,29,358.0,168,40,123,5,19,.970,5,16,9,29,0,4.10,2.72,3B-2B-SS
3,Winston Abreu,30,WSN,26,0,0,30.1,3,2,1,0,0,1.000,,,-2,-13,0,0.89,0.12,P
4,Manny Acosta,26,ATL,21,0,0,23.2,9,2,7,0,1,1.000,,,2,18,0,3.42,0.43,P
5,Jon Adkins,29,NYM,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
6,Jeremy Affeldt,28,COL,75,0,0,59.0,14,2,12,0,0,1.000,,,1,4,0,2.14,0.19,P
7,Jonathan Albaladejo,24,WSN,14,0,0,14.1,1,0,1,0,0,1.000,,,0,0,0,0.63,0.07,P
8,Matt Albers,24,HOU,31,18,0,110.2,21,7,13,1,2,.952,,,-2,-3,-1,1.63,0.65,P
9,Antonio Alfonseca,35,PHI,61,0,0,49.2,5,1,4,0,0,1.000,,,-1,-4,0,0.91,0.08,P
10,Eliézer Alfonzo,28,SFG,17,12,12,122.0,107,97,7,3,0,.972,0,0,3,32,2,7.67,6.12,C
11,Sandy Alomar,41,NYM,6,4,4,41.0,34,29,5,0,0,1.000,2,59,2,67,0,7.46,5.67,C
12,Moisés Alou,40,NYM,84,84,56,703.0,149,138,7,4,0,.973,-5,-9,4,6,4,1.86,1.73,OF
13,Chip Ambres,27,NYM,1,0,0,2.0,0,0,0,0,0,,0,0,0,0,,0.00,0.00,OF
14,Alfredo Amézaga,29,FLA,118,92,72,878.0,342,263,71,8,12,.977,7,9,30,41,1,3.42,2.46,OF-SS-2B-3B-1B
15,Josh Anderson,24,HOU,19,15,15,142.0,33,32,0,1,0,.970,-6,-52,-8,-67,-2,2.03,1.68,OF
16,Marlon Anderson,33,TOT,20,12,9,107.1,44,40,3,1,1,.977,1,16,5,56,0,3.61,2.15,OF-1B-2B
17,Robert Andino,23,FLA,3,1,1,20.0,7,3,4,0,1,1.000,-1,-42,-1,-48,0,3.15,2.33,SS
18,Rick Ankiel,27,STL,44,40,26,350.2,96,91,3,2,0,.979,-2,-6,8,27,0,2.41,2.14,OF
19,Greg Aquino,29,MIL,15,0,0,14.0,1,0,1,0,0,1.000,,,0,0,0,0.64,0.07,P
20,Alberto Árias,23,COL,6,0,0,7.1,1,0,1,0,0,1.000,,,0,0,0,1.23,0.17,P
21,Tony Armas,29,PIT,31,15,0,97.0,13,5,8,0,0,1.000,,,-3,-6,0,1.21,0.42,P
22,Bronson Arroyo,30,CIN,34,34,1,210.2,39,11,27,1,0,.974,,,3,3,0,1.62,1.12,P
23,José Ascanio,22,ATL,13,0,0,16.0,4,1,3,0,0,1.000,,,0,0,0,2.25,0.31,P
24,Scott Atchison,31,SFG,22,0,0,30.2,8,2,6,0,1,1.000,,,0,0,0,2.35,0.36,P
25,Garrett Atkins,27,COL,156,155,120,1351.1,384,115,255,14,37,.964,-2,-2,-26,-23,-2,2.46,2.26,3B-1B
