Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"2,(0-1) FX",O,TBR,Corey Dickerson,Rick Porcello,-2%,48%,Popfly: 3B
t1,0-0,1,---,"7,(3-2) CFFBBBX",O,TBR,Brad Miller,Rick Porcello,-2%,46%,Lineout: 1B
t1,0-0,2,---,"1,(0-0) X",,TBR,Evan Longoria,Rick Porcello,2%,48%,Double to LF (Fly Ball to Deep LF Line)
t1,0-0,2,-2-,"6,(3-2) FBBBFX",O,TBR,Logan Morrison,Rick Porcello,-3%,45%,Groundout: 1B unassisted
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 1-2-3"
b1,0-0,0,---,"4,(2-1) BCBX",O,BOS,Mookie Betts,Alex Cobb,2%,47%,Popfly: 2B (Deep 2B)
b1,0-0,1,---,"4,(1-2) BCFX",O,BOS,Dustin Pedroia,Alex Cobb,2%,49%,Groundout: 2B-1B
b1,0-0,2,---,"2,(0-1) CX",,BOS,Xander Bogaerts,Alex Cobb,-1%,48%,Single to LF (Ground Ball thru SS-3B Hole)
b1,0-0,2,1--,"3,(1-1) CBX",O,BOS,Andrew Benintendi,Alex Cobb,2%,50%,Groundout: 3B-1B (Weak SS)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0."
"Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7"
t2,0-0,0,---,"6,(2-2) BCBCFX",,TBR,Rickie Weeks,Rick Porcello,6%,56%,Double to CF (Line Drive to Deep LF-CF)
t2,0-0,0,-2-,"3,(0-2) FSS",O,TBR,Colby Rasmus,Rick Porcello,-4%,52%,Strikeout Swinging
t2,0-0,1,-2-,"4,(0-2) CSFX",O,TBR,Tim Beckham,Rick Porcello,-5%,47%,Fielder's Choice 3B unassisted; Weeks out at 3B/3B
t2,0-0,2,1--,"4,(1-2) BCCX",O,TBR,Kevin Kiermaier,Rick Porcello,-2%,45%,Flyball: LF (Short LF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 5-6-7"
b2,0-0,0,---,"6,(2-2) CSFBBC",O,BOS,Chris Young,Alex Cobb,2%,47%,Strikeout Looking
b2,0-0,1,---,"5,(2-2) BBCFX",O,BOS,Mitch Moreland,Alex Cobb,2%,49%,Groundout: P-1B
b2,0-0,2,---,"2,(0-1) CX",O,BOS,Josh Rutledge,Alex Cobb,1%,50%,Groundout: P-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0."
"Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 3rd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 9-1-2"
t3,0-0,0,---,"7,(3-2) CBBCBFX",,TBR,Derek Norris,Rick Porcello,4%,54%,Single to 3B (Ground Ball)
t3,0-0,0,1--,"5,(1-2) C*BSFX",OO,TBR,Corey Dickerson,Rick Porcello,-8%,46%,Ground Ball Double Play: 2B-SS-1B
t3,0-0,2,---,"1,(0-0) X",O,TBR,Brad Miller,Rick Porcello,-1%,44%,Groundout: 2B-1B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Rays 0, Red Sox 0."
"Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Tied 0-0, Rays' Alex Cobb facing 8-9-1"
b3,0-0,0,---,"4,(1-2) CBFS",O,BOS,Sandy Leon,Alex Cobb,3%,47%,Strikeout Swinging
b3,0-0,1,---,"5,(3-1) BBBCX",O,BOS,Jackie Bradley Jr.,Alex Cobb,2%,49%,Groundout: SS-1B
b3,0-0,2,---,"2,(0-1) CX",O,BOS,Mookie Betts,Alex Cobb,1%,50%,Groundout: SS-1B
,,,,,,,,,Challenged by BOS manager (John Farrell): Original call upheld upon review.,Challenged by BOS manager (John Farrell): Original call upheld upon review.,Challenged by BOS manager (John Farrell): Original call upheld upon review.
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0."
"Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5","Top of the 4th, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 3-4-5"
t4,0-0,0,---,"5,(1-2) CFBFX",,TBR,Evan Longoria,Rick Porcello,4%,54%,Reached on E5 (throw) (Ground Ball)
t4,0-0,0,1--,"4,(1-2) FBFT",O,TBR,Logan Morrison,Rick Porcello,-4%,50%,Strikeout Swinging
t4,0-0,1,1--,"2,(0-1) FX",,TBR,Rickie Weeks,Rick Porcello,4%,54%,Single to LF (Ground Ball thru SS-3B Hole); Longoria to 2B
t4,0-0,1,12-,"5,(2-2) F*BBSB",,TBR,Colby Rasmus,Rick Porcello,6%,60%,Passed Ball; Longoria to 3B; Weeks to 2B
t4,0-0,1,-23,"6,(3-2) F*BBSB.C",O,TBR,Colby Rasmus,Rick Porcello,-9%,51%,Strikeout Looking
t4,0-0,2,-23,"2,(0-1) SX",RR,TBR,Tim Beckham,Rick Porcello,19%,70%,Single to CF (Line Drive to Deep LF-CF); Longoria Scores/unER; Weeks Scores/unER
t4,2-0,2,1--,"4,(1-2) CFBX",O,TBR,Kevin Kiermaier,Rick Porcello,-2%,68%,Flyball: LF (Short LF Line)
,,,,,,,,,"2 runs, 2 hits, 1 error, 1 LOB. Rays 2, Red Sox 0.","2 runs, 2 hits, 1 error, 1 LOB. Rays 2, Red Sox 0.","2 runs, 2 hits, 1 error, 1 LOB. Rays 2, Red Sox 0."
"Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4","Bottom of the 4th, Red Sox Batting, Behind 0-2, Rays' Alex Cobb facing 2-3-4"
b4,0-2,0,---,"4,(1-2) BCSC",O,BOS,Dustin Pedroia,Alex Cobb,3%,71%,Strikeout Looking
b4,0-2,1,---,"7,(3-2) BBCBCFB",,BOS,Xander Bogaerts,Alex Cobb,-3%,67%,Walk
b4,0-2,1,1--,"5,(2-2) 1B1*BF1CS",O,BOS,Andrew Benintendi,Alex Cobb,4%,71%,Strikeout Swinging
b4,0-2,2,1--,"2,(0-1) S1X",O,BOS,Chris Young,Alex Cobb,3%,74%,Groundout: 3B-2B/Forceout at 2B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Rays 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Rays 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Rays 2, Red Sox 0."
"Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2","Top of the 5th, Rays Batting, Ahead 2-0, Red Sox' Rick Porcello facing 9-1-2"
t5,2-0,0,---,"5,(3-1) CBBBX",,TBR,Derek Norris,Rick Porcello,3%,77%,Single to LF (Ground Ball thru SS-3B Hole)
t5,2-0,0,1--,"4,(1-2) FSBX",R,TBR,Corey Dickerson,Rick Porcello,9%,86%,Double to CF (Fly Ball to Deep CF); Norris Scores
t5,3-0,0,-2-,"2,(1-0) BX",O,TBR,Brad Miller,Rick Porcello,-1%,86%,Flyball: CF (Deep CF); Dickerson to 3B
t5,3-0,1,--3,"2,(0-1) FX",RR,TBR,Evan Longoria,Rick Porcello,7%,92%,Home Run (Fly Ball to Deep LF); Dickerson Scores
t5,5-0,1,---,"5,(3-1) BBBCX",O,TBR,Logan Morrison,Rick Porcello,0%,92%,Flyball: RF (Deep CF-RF)
t5,5-0,2,---,"6,(3-2) BBCBCS",O,TBR,Rickie Weeks,Rick Porcello,0%,92%,Strikeout Swinging
,,,,,,,,,"3 runs, 3 hits, 0 errors, 0 LOB. Rays 5, Red Sox 0.","3 runs, 3 hits, 0 errors, 0 LOB. Rays 5, Red Sox 0.","3 runs, 3 hits, 0 errors, 0 LOB. Rays 5, Red Sox 0."
"Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8","Bottom of the 5th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 6-7-8"
b5,0-5,0,---,"8,(3-2) CBFBFBFB",,BOS,Mitch Moreland,Alex Cobb,-3%,89%,Walk
b5,0-5,0,1--,"3,(0-2) CFC",O,BOS,Josh Rutledge,Alex Cobb,2%,91%,Strikeout Looking
b5,0-5,1,1--,"3,(2-0) BBX",O,BOS,Sandy Leon,Alex Cobb,2%,93%,Popfly: 3B (Weak SS-2B)
b5,0-5,2,1--,"5,(3-1) BBBCX",O,BOS,Jackie Bradley Jr.,Alex Cobb,1%,95%,Popfly: 3B (Deep SS)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Rays 5, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Rays 5, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Rays 5, Red Sox 0."
"Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 6th, Rays Batting, Ahead 5-0, Red Sox' Rick Porcello facing 6-7-8"
t6,5-0,0,---,"4,(1-2) BFSS",O,TBR,Colby Rasmus,Rick Porcello,0%,94%,Strikeout Swinging
t6,5-0,1,---,"3,(0-2) SCS",O,TBR,Tim Beckham,Rick Porcello,0%,94%,Strikeout Swinging
t6,5-0,2,---,"1,(0-0) X",,TBR,Kevin Kiermaier,Rick Porcello,1%,94%,Double to RF (Line Drive to Deep RF); Kiermaier to 3B/Adv on E9
t6,5-0,2,--3,"4,(1-2) CFBS",O,TBR,Derek Norris,Rick Porcello,-1%,94%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 1 error, 1 LOB. Rays 5, Red Sox 0.","0 runs, 1 hit, 1 error, 1 LOB. Rays 5, Red Sox 0.","0 runs, 1 hit, 1 error, 1 LOB. Rays 5, Red Sox 0."
"Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3","Bottom of the 6th, Red Sox Batting, Behind 0-5, Rays' Alex Cobb facing 1-2-3"
b6,0-5,0,---,"7,(3-2) BCBBCFX",O,BOS,Mookie Betts,Alex Cobb,1%,95%,Lineout: CF (Deep CF)
b6,0-5,1,---,"3,(1-1) CBX",O,BOS,Dustin Pedroia,Alex Cobb,1%,96%,Flyball: RF (RF Line)
b6,0-5,2,---,"4,(1-2) BCCX",O,BOS,Xander Bogaerts,Alex Cobb,0%,96%,Groundout: SS-1B (SS-3B Hole)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Rays 5, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 5, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 5, Red Sox 0."
"Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3","Top of the 7th, Rays Batting, Ahead 5-0, Red Sox' Robbie Ross facing 1-2-3"
,,,,,,,,,Robbie Ross replaces Rick Porcello pitching,Robbie Ross replaces Rick Porcello pitching,Robbie Ross replaces Rick Porcello pitching
t7,5-0,0,---,"4,(1-2) .FSBS",O,TBR,Corey Dickerson,Robbie Ross,0%,96%,Strikeout Swinging
t7,5-0,1,---,"5,(3-1) FBBBX",,TBR,Brad Miller,Robbie Ross,0%,96%,Single to LF (Line Drive to Deep LF)
t7,5-0,1,1--,"2,(1-0) BX",O,TBR,Evan Longoria,Robbie Ross,0%,96%,Lineout: 3B
t7,5-0,2,1--,"6,(3-2) B*BBCS>S",O,TBR,Logan Morrison,Robbie Ross,0%,96%,Strikeout Swinging
