0,1,2,0,1,2
1.0,Corey Dickerson,LF,1.0,Mookie Betts,RF
2.0,Brad Miller,2B,2.0,Dustin Pedroia,2B
3.0,Evan Longoria,3B,3.0,Xander Bogaerts,SS
4.0,Logan Morrison,1B,4.0,Andrew Benintendi,LF
5.0,Rickie Weeks,DH,5.0,Chris Young,DH
6.0,Colby Rasmus,RF,6.0,Mitch Moreland,1B
7.0,Tim Beckham,SS,7.0,Josh Rutledge,3B
8.0,Kevin Kiermaier,CF,8.0,Sandy Leon,C
9.0,Derek Norris,C,9.0,Jackie Bradley Jr.,CF
,Alex Cobb,P,,Rick Porcello,P
