Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Delino DeShields CF,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.231,0.35,0.308,0.658,21.0,14.0,-0.212,1.6,0.0,-0.212%,-0.13%,1.6,-1.3,2.0,0.0,
Danny Santana LF,5.0,2.0,4.0,1.0,0.0,1.0,5.0,0.306,0.342,0.5,0.842,22.0,14.0,0.324,1.48,0.406,-0.082%,0.19%,1.48,1.5,0.0,0.0,"2·2B,CS"
Elvis Andrus SS,5.0,1.0,2.0,1.0,0.0,2.0,5.0,0.303,0.34,0.459,0.799,17.0,12.0,0.372,1.84,0.449,-0.077%,0.22%,1.84,1.1,3.0,6.0,2B
Nomar Mazara RF,5.0,0.0,1.0,2.0,0.0,2.0,5.0,0.267,0.319,0.445,0.764,24.0,16.0,0.251,1.74,0.379,-0.128%,0.15%,1.74,0.0,1.0,1.0,
Hunter Pence DH,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.282,0.333,0.569,0.902,22.0,14.0,-0.08,0.96,0.049,-0.129%,-0.05%,0.96,-0.9,,,"2B,GDP"
Asdrubal Cabrera 3B,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.256,0.339,0.457,0.796,15.0,9.0,-0.073,0.97,0.006,-0.078%,-0.04%,0.97,-0.5,1.0,2.0,IW
Logan Forsythe 1B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.274,0.378,0.433,0.811,17.0,12.0,-0.162,1.48,0.0,-0.162%,-0.10%,1.48,-1.4,15.0,2.0,
Rougned Odor 2B,3.0,1.0,0.0,0.0,1.0,1.0,4.0,0.175,0.246,0.328,0.574,19.0,10.0,-0.06,1.42,0.066,-0.126%,-0.03%,1.42,-0.1,1.0,5.0,SB
Jeff Mathis C,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.149,0.216,0.198,0.414,5.0,4.0,-0.061,1.25,0.0,-0.061%,-0.04%,1.25,-0.5,5.0,0.0,
Shin-Soo Choo PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.288,0.378,0.52,0.898,2.0,1.0,-0.029,1.08,0.0,-0.029%,-0.02%,1.08,-0.1,,,
Tim Federowicz C,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.286,0.375,0.714,1.089,6.0,3.0,-0.051,1.94,0.0,-0.051%,-0.03%,1.94,-0.2,5.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Mike Minor P,,,,,,,,,,,,,,,,,,,,,0.0,2.0,
Shawn Kelley P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jesse Chavez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Chris Martin P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,39.0,4.0,8.0,4.0,2.0,15.0,41.0,0.205,0.244,0.308,0.552,170.0,109.0,0.219,1.45,1.355,-1.135%,0.13%,1.45,-2.4,33.0,18.0,
