Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3"
t1,0-0,0,---,"7,(3-2) CBBCBFC",O,TEX,Delino DeShields,Chris Sale,2%,52%,Strikeout Looking
t1,0-0,1,---,"7,(2-2) SSBBFFX",,TEX,Elvis Andrus,Chris Sale,-4%,48%,Double to RF (Ground Ball)
t1,0-0,1,-2-,"4,(1-2) FBFS",O,TEX,Nomar Mazara,Chris Sale,3%,52%,Strikeout Swinging
t1,0-0,2,-2-,"5,(2-2) BCSBX",O,TEX,Adrian Beltre,Chris Sale,3%,55%,Groundout: 3B-1B (SS-3B Hole)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Rangers 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rangers 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rangers 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rangers' Bartolo Colon facing 1-2-3"
b1,0-0,0,---,"5,(3-1) BCBBX",,BOS,Mookie Betts,Bartolo Colon,3%,58%,Single to LF (Line Drive to Short LF Line)
b1,0-0,0,1--,"2,(0-1) 1L11X",O,BOS,Andrew Benintendi,Bartolo Colon,-2%,57%,Groundout: P-3B-1B (Weak SS); Betts to 2B
b1,0-0,1,-2-,"6,(3-2) BBCFBC",O,BOS,J.D. Martinez,Bartolo Colon,-3%,53%,Strikeout Looking
