0,1,2
1.0,Delino DeShields,CF
2.0,Elvis Andrus,SS
3.0,Nomar Mazara,RF
4.0,Adrian Beltre,DH
5.0,Rougned Odor,2B
6.0,Jurickson Profar,3B
7.0,Robinson Chirinos,C
8.0,Joey Gallo,LF
9.0,Ryan Rua,1B
,Bartolo Colon,P
