Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"6,(2-2) CBSBFS",O,OAK,Marcus Semien,Eduardo Rodriguez,2%,52%,Strikeout Swinging
t1,0-0,1,---,"7,(3-2) BCBSBFB",,OAK,Chad Pinder,Eduardo Rodriguez,-2%,50%,Walk
t1,0-0,1,1--,"1,(0-0) X",R,OAK,Jed Lowrie,Eduardo Rodriguez,-11%,39%,Double to RF (Fly Ball to Deep CF); Pinder Scores
t1,1-0,1,-2-,"6,(2-2) CBSFBX",O,OAK,Khris Davis,Eduardo Rodriguez,3%,42%,Groundout: 3B-1B (SS-3B Hole)
t1,1-0,2,-2-,"6,(1-2) BSTFFX",O,OAK,Ryon Healy,Eduardo Rodriguez,3%,45%,Lineout: 1B
,,,,,,,,,"1 run, 1 hit, 0 errors, 1 LOB. Athletics 1, Red Sox 0.","1 run, 1 hit, 0 errors, 1 LOB. Athletics 1, Red Sox 0.","1 run, 1 hit, 0 errors, 1 LOB. Athletics 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 1-2-3"
b1,0-1,0,---,"5,(3-1) BBCBX",,BOS,Dustin Pedroia,Sean Manaea,4%,49%,Single to CF (Line Drive to Deep CF)
b1,0-1,0,1--,"8,(3-2) CCBB1B1FFX",,BOS,Chris Young,Sean Manaea,6%,55%,Single to SS (Ground Ball to SS-3B Hole); Pedroia to 2B
b1,0-1,0,12-,"3,(2-0) *BBX",OO,BOS,Mookie Betts,Sean Manaea,-11%,44%,Ground Ball Double Play: SS-2B-1B; Pedroia to 3B
b1,0-1,2,--3,"4,(1-2) CS*BX",O,BOS,Hanley Ramirez,Sean Manaea,-4%,40%,Flyball: CF
,,,,,,,,,"0 runs, 2 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 0.","0 runs, 2 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 0.","0 runs, 2 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 0."
"Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Athletics Batting, Ahead 1-0, Red Sox' Eduardo Rodriguez facing 6-7-8"
t2,1-0,0,---,"2,(0-1) CH",,OAK,Matt Olson,Eduardo Rodriguez,-3%,37%,Hit By Pitch
t2,1-0,0,1--,"3,(0-2) CFS",O,OAK,Matt Chapman,Eduardo Rodriguez,3%,40%,Strikeout Swinging
t2,1-0,1,1--,"6,(3-2) SBBBFS",O,OAK,Mark Canha,Eduardo Rodriguez,3%,43%,Strikeout Swinging
t2,1-0,2,1--,"3,(1-1) FBX",O,OAK,Dustin Garneau,Eduardo Rodriguez,2%,45%,Flyball: RF (Deep 1B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-1, Athletics' Sean Manaea facing 5-6-7"
b2,0-1,0,---,"3,(0-2) CCX",,BOS,Sam Travis,Sean Manaea,6%,51%,Single to RF (Line Drive to Deep RF Line); Travis to 2B/Adv on E9
b2,0-1,0,-2-,"3,(1-1) BCX",R,BOS,Xander Bogaerts,Sean Manaea,8%,59%,Single to CF (Ground Ball thru SS-2B); Travis Scores
b2,1-1,0,1--,"1,(0-0) X",,BOS,Rafael Devers,Sean Manaea,5%,64%,Single to CF (Line Drive to Deep CF); Bogaerts to 2B
b2,1-1,0,12-,"2,(0-1) CX",R,BOS,Christian Vazquez,Sean Manaea,11%,76%,Single to RF (Ground Ball); Bogaerts Scores; Devers to 3B
b2,2-1,0,1-3,"3,(1-1) BCX",O,BOS,Jackie Bradley Jr.,Sean Manaea,-5%,71%,Popfly: SS (Deep SS-3B Hole)
b2,2-1,1,1-3,"2,(1-0) BX",R,BOS,Dustin Pedroia,Sean Manaea,6%,77%,Single to RF (Line Drive to Short RF); Devers Scores; Vazquez to 2B
b2,3-1,1,12-,"4,(1-2) BCFC",O,BOS,Chris Young,Sean Manaea,-3%,73%,Strikeout Looking
b2,3-1,2,12-,"5,(3-1) BBBCX",RR,BOS,Mookie Betts,Sean Manaea,13%,87%,Triple to CF (Line Drive to Deep CF-RF); Vazquez Scores; Pedroia Scores
b2,5-1,2,--3,"5,(2-2) BFBSS",O,BOS,Hanley Ramirez,Sean Manaea,-2%,85%,Strikeout Swinging
,,,,,,,,,"5 runs, 6 hits, 1 error, 1 LOB. Athletics 1, Red Sox 5.","5 runs, 6 hits, 1 error, 1 LOB. Athletics 1, Red Sox 5.","5 runs, 6 hits, 1 error, 1 LOB. Athletics 1, Red Sox 5."
"Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 3rd, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 1-2-3"
t3,1-5,0,---,"4,(2-1) BBFX",O,OAK,Marcus Semien,Eduardo Rodriguez,2%,87%,Flyball: RF (RF Line)
t3,1-5,1,---,"7,(3-2) BBBCSFB",,OAK,Chad Pinder,Eduardo Rodriguez,-2%,85%,Walk
t3,1-5,1,1--,"6,(2-2) BSFBFX",O,OAK,Jed Lowrie,Eduardo Rodriguez,2%,87%,Lineout: SS
,,,,,,,,,Challenged by OAK manager (Bob Melvin): Original call (6/L+/DP.1X1(3)) overturned as shown.,Challenged by OAK manager (Bob Melvin): Original call (6/L+/DP.1X1(3)) overturned as shown.,Challenged by OAK manager (Bob Melvin): Original call (6/L+/DP.1X1(3)) overturned as shown.
t3,1-5,2,1--,"5,(2-2) BFSBC",O,OAK,Khris Davis,Eduardo Rodriguez,2%,89%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 5.","0 runs, 0 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 5.","0 runs, 0 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 5."
"Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7","Bottom of the 3rd, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 5-6-7"
b3,5-1,0,---,"3,(0-2) FCS",O,BOS,Sam Travis,Sean Manaea,-1%,88%,Strikeout Swinging (C-1B)
b3,5-1,1,---,"5,(3-1) BBBCX",,BOS,Xander Bogaerts,Sean Manaea,2%,89%,Double to RF (Fly Ball to Short CF-RF)
b3,5-1,1,-2-,"7,(3-2) BFC*BF*BX",O,BOS,Rafael Devers,Sean Manaea,-1%,88%,Groundout: 3B-1B
b3,5-1,2,-2-,"4,(1-2) BCCS",O,BOS,Christian Vazquez,Sean Manaea,-1%,87%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Athletics 1, Red Sox 5.","0 runs, 1 hit, 0 errors, 1 LOB. Athletics 1, Red Sox 5.","0 runs, 1 hit, 0 errors, 1 LOB. Athletics 1, Red Sox 5."
"Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Athletics Batting, Behind 1-5, Red Sox' Eduardo Rodriguez facing 5-6-7"
t4,1-5,0,---,"4,(1-2) BFSX",O,OAK,Ryon Healy,Eduardo Rodriguez,2%,89%,Flyball: RF (RF Line)
t4,1-5,1,---,"7,(3-2) BBCBSFS",O,OAK,Matt Olson,Eduardo Rodriguez,1%,90%,Strikeout Swinging
t4,1-5,2,---,"5,(2-2) BCBFC",O,OAK,Matt Chapman,Eduardo Rodriguez,1%,91%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Athletics 1, Red Sox 5.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 1, Red Sox 5.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 1, Red Sox 5."
"Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2","Bottom of the 4th, Red Sox Batting, Ahead 5-1, Athletics' Sean Manaea facing 9-1-2"
b4,5-1,0,---,"3,(1-1) FBX",O,BOS,Jackie Bradley Jr.,Sean Manaea,-1%,90%,Groundout: 1B-P (2B-1B)
b4,5-1,1,---,"7,(3-2) CFBBFBX",,BOS,Dustin Pedroia,Sean Manaea,1%,91%,Single to CF (Line Drive to Deep CF)
b4,5-1,1,1--,"5,(2-2) CCB*BX",O,BOS,Chris Young,Sean Manaea,-1%,90%,Flyball: CF
b4,5-1,2,1--,"2,(0-1) CX",RR,BOS,Mookie Betts,Sean Manaea,6%,96%,Home Run (Fly Ball to Deep LF); Pedroia Scores
,,,,,,,,,Simon Castro replaces Sean Manaea pitching,Simon Castro replaces Sean Manaea pitching,Simon Castro replaces Sean Manaea pitching
b4,7-1,2,---,"4,(2-1) .CBBX",O,BOS,Hanley Ramirez,Simon Castro,0%,96%,Groundout: 3B-1B (SS-3B Hole)
,,,,,,,,,"2 runs, 2 hits, 0 errors, 0 LOB. Athletics 1, Red Sox 7.","2 runs, 2 hits, 0 errors, 0 LOB. Athletics 1, Red Sox 7.","2 runs, 2 hits, 0 errors, 0 LOB. Athletics 1, Red Sox 7."
"Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1","Top of the 5th, Athletics Batting, Behind 1-7, Red Sox' Eduardo Rodriguez facing 8-9-1"
t5,1-7,0,---,"3,(0-2) CFS",O,OAK,Mark Canha,Eduardo Rodriguez,1%,97%,Strikeout Swinging
t5,1-7,1,---,"5,(3-1) BBCBB",,OAK,Dustin Garneau,Eduardo Rodriguez,-1%,96%,Walk
t5,1-7,1,1--,"5,(3-1) BBBCX",O,OAK,Marcus Semien,Eduardo Rodriguez,1%,97%,Flyball: CF (Deep LF-CF)
t5,1-7,2,1--,"6,(3-2) CBBBF>S",O,OAK,Chad Pinder,Eduardo Rodriguez,1%,97%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 7.","0 runs, 0 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 7.","0 runs, 0 hits, 0 errors, 1 LOB. Athletics 1, Red Sox 7."
