Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Cesar Hernandez 2B,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.265,0.371,0.37,0.741,24.0,12.0,-0.115,1.39,0.038,-0.153%,-0.12%,2.37,-1.4,1.0,3.0,
Rhys Hoskins LF,3.0,1.0,1.0,0.0,2.0,1.0,5.0,0.263,0.372,0.514,0.886,24.0,12.0,0.042,0.84,0.097,-0.055%,0.04%,1.44,0.5,1.0,0.0,2B
Carlos Santana 1B,5.0,0.0,2.0,1.0,0.0,1.0,5.0,0.214,0.351,0.401,0.752,16.0,10.0,-0.035,0.99,0.054,-0.089%,-0.04%,1.68,-0.2,6.0,1.0,
Asdrubal Cabrera DH,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.272,0.322,0.475,0.796,18.0,10.0,-0.088,0.78,0.01,-0.098%,-0.09%,1.32,-1.1,,,
Nick Williams RF,4.0,0.0,0.0,0.0,0.0,1.0,5.0,0.257,0.331,0.45,0.781,20.0,11.0,-0.067,0.78,0.016,-0.083%,-0.07%,1.32,-0.8,2.0,0.0,HBP
Maikel Franco 3B,3.0,2.0,2.0,0.0,2.0,1.0,5.0,0.278,0.323,0.485,0.807,18.0,6.0,0.049,0.74,0.084,-0.035%,0.05%,1.26,0.6,2.0,2.0,
Roman Quinn CF,5.0,0.0,3.0,0.0,0.0,0.0,5.0,0.364,0.364,0.455,0.818,10.0,8.0,0.056,1.01,0.146,-0.090%,0.06%,1.71,0.3,3.0,0.0,"2B,CS"
Jorge Alfaro C,3.0,0.0,1.0,1.0,0.0,1.0,4.0,0.255,0.308,0.402,0.71,15.0,11.0,0.064,1.2,0.122,-0.058%,0.07%,2.03,0.6,10.0,1.0,"2B,HBP"
Scott Kingery SS,2.0,0.0,0.0,1.0,1.0,1.0,4.0,0.228,0.27,0.329,0.599,23.0,14.0,-0.01,1.41,0.03,-0.041%,-0.01%,2.38,-0.3,1.0,2.0,SF
,,,,,,,,,,,,,,,,,,,,,,,
Jake Arrieta P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Tommy Hunter P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Seranthony Dominguez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,34.0,3.0,10.0,3.0,6.0,8.0,43.0,0.294,0.419,0.382,0.801,168.0,94.0,-0.104,1.0,0.597,-0.702%,-0.11%,1.7,-1.8,27.0,9.0,
