Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Jake Arrieta, W (9-6)",7,6,1,1,0,7,0,3.32,27,94,66,34,10,22,5,14,9,0,68.0,,,0.362,1.35,0.37%,2.29,2.7
"Tommy Hunter, H (22)",1,0,0,0,0,0,0,4.38,3,8,7,4,1,2,2,1,1,0,,0.0,0.0,0.146,1.89,0.15%,3.21,0.5
"Seranthony Dominguez, S (11)",1,0,0,0,1,2,0,1.91,5,20,11,7,1,3,0,1,0,0,,0.0,0.0,0.098,3.8,0.10%,6.46,0.5
Team Totals,9,6,1,1,1,9,0,1.0,35,122,84,45,12,27,7,16,10,0,68.0,0.0,0.0,0.606,1.71,0.62%,2.9,3.8
