Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Andrew Benintendi LF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.296,0.378,0.503,0.881,16.0,11.0,-0.124,1.34,0.054,-0.178%,-0.03%,0.63,-0.7,0.0,1.0,"SB,CS"
Blake Swihart C,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.234,0.298,0.315,0.613,13.0,8.0,-0.059,1.54,0.059,-0.118%,-0.02%,0.72,-0.5,8.0,1.0,
Mitch Moreland 1B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.264,0.337,0.475,0.812,12.0,10.0,-0.166,1.6,0.0,-0.166%,-0.05%,0.75,-1.2,7.0,2.0,
J.D. Martinez RF,2.0,0.0,1.0,0.0,1.0,1.0,4.0,0.323,0.391,0.638,1.029,16.0,8.0,0.208,1.55,0.237,-0.030%,0.06%,0.72,1.2,1.0,0.0,"2B,HBP"
Xander Bogaerts SS,3.0,0.0,1.0,1.0,0.0,0.0,4.0,0.275,0.342,0.513,0.855,16.0,8.0,0.167,1.98,0.209,-0.042%,0.05%,0.93,1.0,1.0,3.0,"2B,HBP"
Ian Kinsler 2B,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.24,0.304,0.404,0.708,14.0,10.0,-0.213,2.09,0.031,-0.244%,-0.06%,0.98,-1.2,3.0,0.0,
Eduardo Nunez 3B,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.259,0.288,0.372,0.66,7.0,6.0,-0.132,1.61,0.0,-0.132%,-0.04%,0.75,-1.0,0.0,1.0,
Mookie Betts PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.422,0.648,1.07,2.0,1.0,-0.112,4.77,0.0,-0.112%,-0.03%,2.23,-0.5,,,
Brock Holt DH,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.273,0.357,0.371,0.728,15.0,11.0,-0.199,1.89,0.0,-0.199%,-0.06%,0.89,-1.2,,,
Jackie Bradley Jr. CF,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.215,0.3,0.363,0.663,11.0,9.0,0.024,0.97,0.071,-0.047%,0.01%,0.45,0.3,6.0,0.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Drew Pomeranz P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Joe Kelly P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Matt Barnes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Hector Velazquez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,32.0,1.0,6.0,1.0,1.0,9.0,35.0,0.188,0.257,0.281,0.538,122.0,82.0,-0.606,1.71,0.661,-1.268%,-0.17%,0.8,-3.8,27.0,9.0,
