0,1,2
1.0,Andrew Benintendi,LF
2.0,Blake Swihart,C
3.0,Mitch Moreland,1B
4.0,J.D. Martinez,RF
5.0,Xander Bogaerts,SS
6.0,Ian Kinsler,2B
7.0,Eduardo Nunez,3B
8.0,Brock Holt,DH
9.0,Jackie Bradley Jr.,CF
,Drew Pomeranz,P
