Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Nationals Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3"
t1,0-0,0,---,"4,(2-1) CBBX",,WSN,Trea Turner,Zack Godley,-3%,47%,Single to LF (Line Drive to Short LF)
t1,0-0,0,1--,"5,(1-2) BCFFX",O,WSN,Juan Soto,Zack Godley,2%,48%,Groundout: SS-1B (Deep SS-2B); Turner to 2B
t1,0-0,1,-2-,"4,(1-2) CBFX",O,WSN,Asdrubal Cabrera,Zack Godley,3%,51%,Groundout: SS-1B; Turner to 3B
t1,0-0,2,--3,"5,(2-2) CBF*BX",O,WSN,Eric Thames,Zack Godley,4%,55%,Groundout: 1B-P (2B-1B)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Nationals 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Nationals 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Nationals 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Nationals' Austin Voth facing 1-2-3"
b1,0-0,0,---,"4,(1-2) BCCX",O,BOS,Alex Verdugo,Austin Voth,-2%,53%,Lineout: 1B
b1,0-0,1,---,"10,(3-2) BCSBFBFFFB",,BOS,Rafael Devers,Austin Voth,2%,55%,Walk
b1,0-0,1,1--,"3,(1-1) BCX",O,BOS,J.D. Martinez,Austin Voth,-3%,52%,Flyball: LF (LF-CF)
