Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Zack Godley,4.2,8,5,5,1,3,2,7.71,24,85,56,31,4,21,8,11,6,0,30.0,,,-0.056,0.78,-0.01%,0.12,-2.5
"Josh Osich, W (1-1)",1.1,2,0,0,0,1,0,5.74,6,23,15,11,2,2,3,2,2,0,,1.0,0.0,0.087,0.94,0.01%,0.15,1.0
"Josh Taylor, H (1)",1.0,0,0,0,1,2,0,10.38,4,15,10,6,2,2,0,1,0,0,,0.0,0.0,0.054,1.2,0.01%,0.19,0.6
"Ryan Brasier, H (4)",1.0,0,0,0,1,1,0,4.61,4,20,10,6,3,1,1,1,0,0,,0.0,0.0,0.05,1.15,0.01%,0.18,0.6
Austin Brice,1.0,1,0,0,0,1,0,6.48,4,14,8,4,3,1,0,3,1,0,,0.0,0.0,0.018,0.22,0.00%,0.03,0.6
Team Totals,9.0,11,5,5,3,8,2,5.0,42,157,99,58,14,27,12,18,9,0,30.0,1.0,0.0,0.153,0.82,0.02%,0.13,0.2
