Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' David Price facing 1-2-3"
t1,0-0,0,---,"2,(0-1) FX",,CHW,Tim Anderson,David Price,-4%,47%,Single to LF (Ground Ball thru SS-3B Hole)
t1,0-0,0,1--,"7,(3-2) CTB1BBFB",,CHW,Jose Rondon,David Price,-5%,41%,Walk; Anderson to 2B
t1,0-0,0,12-,"2,(0-1) CX",R,CHW,José Abreu,David Price,-13%,29%,Double to CF (Fly Ball to Deep LF-CF); Anderson Scores; Rondon to 3B
t1,1-0,0,-23,"3,(0-2) CCC",O,CHW,Matt Davidson,David Price,5%,33%,Strikeout Looking
t1,1-0,1,-23,"4,(1-2) BFSX",RO,CHW,Kevan Smith,David Price,0%,33%,Groundout: 2B-1B; Rondon Scores; Abreu to 3B
t1,2-0,2,--3,"4,(1-2) CSBC",O,CHW,Yoan Moncada,David Price,3%,36%,Strikeout Looking
,,,,,,,,,"2 runs, 2 hits, 0 errors, 1 LOB. White Sox 2, Red Sox 0.","2 runs, 2 hits, 0 errors, 1 LOB. White Sox 2, Red Sox 0.","2 runs, 2 hits, 0 errors, 1 LOB. White Sox 2, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, White Sox' Carlos Rodon facing 1-2-3"
b1,0-2,0,---,"6,(3-2) BBFBFB",,BOS,Andrew Benintendi,Carlos Rodon,4%,39%,Walk
