Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Tim Anderson SS,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.242,0.303,0.443,0.745,8.0,7.0,-0.041,0.93,0.035,-0.076%,-0.00%,0.16,-0.2,0.0,2.0,
Jose Rondon 3B,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.267,0.313,0.533,0.846,11.0,7.0,0.081,1.21,0.106,-0.026%,0.01%,0.21,0.8,0.0,0.0,
Yolmer Sanchez PH-3B,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.279,0.315,0.425,0.74,3.0,2.0,0.081,1.0,0.081,0.000%,0.01%,0.17,0.7,1.0,0.0,3B
José Abreu 1B,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.295,0.351,0.519,0.87,16.0,11.0,-0.073,1.67,0.127,-0.199%,-0.01%,0.28,-0.1,7.0,1.0,"2B,GDP"
Matt Davidson DH,2.0,0.0,0.0,0.0,2.0,1.0,4.0,0.231,0.361,0.487,0.848,16.0,7.0,-0.008,0.96,0.049,-0.057%,-0.00%,0.17,-0.4,,,
Kevan Smith C,4.0,0.0,2.0,1.0,0.0,0.0,4.0,0.438,0.438,0.5,0.938,9.0,6.0,0.003,1.56,0.082,-0.079%,0%,0.27,0.1,10.0,1.0,
Yoan Moncada 2B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.233,0.308,0.419,0.727,21.0,14.0,-0.228,1.68,0.0,-0.228%,-0.02%,0.28,-2.0,2.0,5.0,GDP
Trayce Thompson CF,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.126,0.178,0.234,0.412,11.0,11.0,-0.096,0.93,0.0,-0.096%,-0.01%,0.16,-0.8,0.0,0.0,
Daniel Palka RF,3.0,0.0,0.0,0.0,1.0,3.0,4.0,0.258,0.294,0.508,0.802,21.0,10.0,-0.044,0.8,0.023,-0.067%,-0.00%,0.14,-0.3,2.0,0.0,
Charlie Tilson LF,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.22,0.25,0.244,0.494,9.0,7.0,-0.063,0.84,0.0,-0.063%,-0.01%,0.14,-0.6,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Carlos Rodon P,,,,,,,,,,,,,,,,,,,,,2.0,0.0,
Xavier Cedeno P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Chris Volstad P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Luis Avilan P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,31.0,2.0,6.0,2.0,4.0,11.0,35.0,0.194,0.286,0.29,0.576,125.0,82.0,-0.388,1.18,0.503,-0.891%,-0.04%,0.2,-2.8,24.0,9.0,
