0,1,2
1.0,Andrew Benintendi,LF
2.0,Xander Bogaerts,SS
3.0,J.D. Martinez,DH
4.0,Eduardo Nunez,2B
5.0,Sam Travis,1B
6.0,Rafael Devers,3B
7.0,Christian Vazquez,C
8.0,Blake Swihart,RF
9.0,Jackie Bradley Jr.,CF
,David Price,P
