Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Andrew Benintendi LF,3.0,1.0,0.0,0.0,1.0,2.0,4.0,0.294,0.375,0.546,0.921,23.0,12.0,-0.042,0.94,0.037,-0.080%,-0.03%,0.96,-0.3,2.0,0.0,
Xander Bogaerts SS,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.283,0.337,0.513,0.85,16.0,11.0,0.132,1.02,0.143,-0.011%,0.08%,1.04,1.1,1.0,2.0,
J.D. Martinez DH,4.0,1.0,2.0,2.0,0.0,1.0,4.0,0.318,0.376,0.657,1.033,13.0,8.0,0.188,1.49,0.225,-0.037%,0.11%,1.51,1.7,,,HR
Eduardo Nunez 2B,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.256,0.276,0.37,0.646,18.0,13.0,0.02,0.92,0.078,-0.058%,0.01%,0.93,0.2,2.0,3.0,"SB,GDP"
Sam Travis 1B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.167,0.231,0.167,0.397,22.0,16.0,-0.086,0.98,0.0,-0.086%,-0.05%,0.99,-1.2,8.0,0.0,
Mitch Moreland 1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.358,0.596,0.955,,,,,,,,,,0.0,0.0,
Rafael Devers 3B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.23,0.282,0.4,0.682,12.0,6.0,-0.077,1.07,0.042,-0.119%,-0.05%,1.08,-1.1,0.0,4.0,
Christian Vazquez C,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.206,0.255,0.284,0.538,7.0,6.0,0.069,0.72,0.111,-0.042%,0.04%,0.73,0.7,12.0,0.0,
Blake Swihart RF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.15,0.227,0.183,0.411,15.0,10.0,-0.099,0.97,0.0,-0.099%,-0.06%,0.99,-1.1,1.0,0.0,
Brock Holt RF,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.303,0.381,0.444,0.825,5.0,3.0,-0.011,0.39,0.0,-0.011%,-0.01%,0.4,-0.3,1.0,0.0,
Jackie Bradley Jr. CF,3.0,1.0,1.0,1.0,0.0,2.0,3.0,0.197,0.294,0.309,0.603,12.0,8.0,0.02,1.01,0.109,-0.089%,0.01%,1.02,0.1,0.0,0.0,HR
,,,,,,,,,,,,,,,,,,,,,,,
David Price P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joe Kelly P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Matt Barnes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Craig Kimbrel P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,4.0,8.0,3.0,2.0,11.0,35.0,0.242,0.286,0.424,0.71,143.0,93.0,0.114,1.0,0.745,-0.632%,0.07%,1.02,-0.3,27.0,10.0,
