0,1,2
1.0,Marcus Semien,SS
2.0,Matt Joyce,LF
3.0,Jed Lowrie,2B
4.0,Khris Davis,DH
5.0,Matt Olson,1B
6.0,Matt Chapman,3B
7.0,Mark Canha,RF
8.0,Jonathan Lucroy,C
9.0,Dustin Fowler,CF
,Sean Manaea,P
