Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"5,(2-2) CBCBX",O,OAK,Marcus Semien,Rick Porcello,-2%,48%,Foul Popfly: C (Behind Home)
t1,0-0,1,---,"6,(2-2) FBTFBS",O,OAK,Matt Joyce,Rick Porcello,-2%,46%,Strikeout Swinging
t1,0-0,2,---,"11,(3-2) SBCFBFBFFFX",O,OAK,Jed Lowrie,Rick Porcello,-1%,45%,Flyball: LF
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Sean Manaea facing 1-2-3"
b1,0-0,0,---,"4,(1-2) CCBX",O,BOS,Mookie Betts,Sean Manaea,2%,47%,Groundout: 2B-1B
b1,0-0,1,---,"1,(0-0) X",O,BOS,Andrew Benintendi,Sean Manaea,2%,49%,Groundout: 2B-1B (SS-2B)
b1,0-0,2,---,"5,(2-2) BCFBX",O,BOS,Hanley Ramirez,Sean Manaea,1%,50%,Groundout: C-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0."
"Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6"
