Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,5.0,1.0,2.0,0.0,0.0,0.0,5.0,0.362,0.439,0.766,1.205,18.0,13.0,0.035,1.53,0.178,-0.143%,0.02%,1.74,0.6,1.0,0.0,"2B,SB"
Andrew Benintendi CF,4.0,1.0,1.0,1.0,0.0,0.0,4.0,0.255,0.343,0.409,0.752,14.0,9.0,-0.042,1.75,0.114,-0.156%,-0.03%,1.98,-0.1,2.0,0.0,
Hanley Ramirez 1B,4.0,0.0,1.0,2.0,0.0,0.0,4.0,0.285,0.348,0.458,0.806,11.0,7.0,-0.002,1.64,0.105,-0.107%,-0.00%,1.86,0.4,10.0,0.0,
J.D. Martinez LF,4.0,1.0,2.0,1.0,0.0,0.0,4.0,0.346,0.396,0.641,1.037,5.0,4.0,0.107,1.29,0.18,-0.072%,0.07%,1.47,0.8,3.0,0.0,HR
Xander Bogaerts SS,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.301,0.336,0.534,0.87,20.0,12.0,-0.089,1.63,0.047,-0.136%,-0.06%,1.85,-0.5,1.0,4.0,
Eduardo Nunez 2B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.239,0.264,0.366,0.63,6.0,5.0,-0.029,1.49,0.073,-0.102%,-0.02%,1.69,-0.0,2.0,2.0,
Blake Swihart DH,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.138,0.219,0.172,0.391,13.0,13.0,-0.213,1.31,0.0,-0.213%,-0.14%,1.48,-1.6,,,GDP
Rafael Devers 3B,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.256,0.298,0.442,0.74,12.0,10.0,-0.02,1.94,0.144,-0.164%,-0.01%,2.2,0.1,0.0,5.0,HR
Sandy Leon C,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.17,0.22,0.234,0.454,12.0,8.0,0.13,1.45,0.15,-0.020%,0.09%,1.64,0.7,8.0,0.0,
Mitch Moreland PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.318,0.39,0.602,0.992,4.0,3.0,-0.069,2.73,0.0,-0.069%,-0.05%,3.1,-0.2,,,
,,,,,,,,,,,,,,,,,,,,,,,
Rick Porcello P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Carson Smith P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brian Johnson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,36.0,5.0,9.0,5.0,1.0,4.0,37.0,0.25,0.27,0.444,0.715,115.0,84.0,-0.192,1.59,0.991,-1.182%,-0.13%,1.8,0.2,27.0,11.0,
