Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mets Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"1,(0-0) X",O,NYM,Amed Rosario,Rick Porcello,2%,52%,Lineout: 2B (Deep 2B)
t1,0-0,1,---,"2,(0-1) CX",O,NYM,Jeff McNeil,Rick Porcello,2%,54%,Groundout: 2B-1B (Deep 2B-1B)
t1,0-0,2,---,"7,(3-2) CBBFBFX",O,NYM,Michael Conforto,Rick Porcello,1%,55%,Lineout: 2B (Deep 2B-1B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mets' Corey Oswalt facing 1-2-3"
b1,0-0,0,---,"3,(1-1) BCH",,BOS,Mookie Betts,Corey Oswalt,3%,58%,Hit By Pitch
b1,0-0,0,1--,"3,(2-0) BBX",,BOS,Andrew Benintendi,Corey Oswalt,8%,67%,Reached on E3 (throw)/attempted forceout (Ground Ball to Weak 2B-1B); Betts to 3B
b1,0-0,0,1-3,"3,(0-2) SSS",O,BOS,J.D. Martinez,Corey Oswalt,-6%,61%,Strikeout Swinging
b1,0-0,1,1-3,"7,(2-2) BCBS1>F1FX",R,BOS,Xander Bogaerts,Corey Oswalt,9%,70%,Single to CF (Ground Ball thru SS-2B); Betts Scores/unER; Benintendi to 3B
b1,1-0,1,1-3,"4,(2-1) C*BBX",O,BOS,Steve Pearce,Corey Oswalt,-6%,64%,Popfly: 2B (Deep 2B-1B)
b1,1-0,2,1-3,"4,(2-1) BBC>B",,BOS,Ian Kinsler,Corey Oswalt,1%,65%,Bogaerts Steals 2B
b1,1-0,2,-23,"5,(3-1) BBC>B.*B",,BOS,Ian Kinsler,Corey Oswalt,1%,66%,Walk
b1,1-0,2,123,"3,(1-1) BSX",O,BOS,Jackie Bradley Jr.,Corey Oswalt,-6%,60%,Flyball: RF (Deep RF)
,,,,,,,,,"1 run, 1 hit, 1 error, 3 LOB. Mets 0, Red Sox 1.","1 run, 1 hit, 1 error, 3 LOB. Mets 0, Red Sox 1.","1 run, 1 hit, 1 error, 3 LOB. Mets 0, Red Sox 1."
"Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 4-5-6"
t2,0-1,0,---,"8,(2-2) CFFBFBFX",O,NYM,Jay Bruce,Rick Porcello,2%,63%,Groundout: 1B unassisted
t2,0-1,1,---,"3,(1-1) FBX",O,NYM,Todd Frazier,Rick Porcello,2%,64%,Flyball: LF (Short LF)
t2,0-1,2,---,"1,(0-0) H",,NYM,Brandon Nimmo,Rick Porcello,-1%,63%,Hit By Pitch
t2,0-1,2,1--,"4,(1-2) BCFS",O,NYM,Dominic Smith,Rick Porcello,2%,65%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Mets 0, Red Sox 1.","0 runs, 0 hits, 0 errors, 1 LOB. Mets 0, Red Sox 1.","0 runs, 0 hits, 0 errors, 1 LOB. Mets 0, Red Sox 1."
"Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1","Bottom of the 2nd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 8-9-1"
b2,1-0,0,---,"2,(0-1) CX",,BOS,Rafael Devers,Corey Oswalt,3%,69%,Reached on E3 (Ground Ball)
b2,1-0,0,1--,"4,(2-1) BBC11>X",O,BOS,Sandy Leon,Corey Oswalt,-3%,66%,Popfly: SS (Deep SS-3B Hole)
b2,1-0,1,1--,"3,(0-2) CCT",O,BOS,Mookie Betts,Corey Oswalt,-3%,63%,Strikeout Swinging
b2,1-0,2,1--,"7,(3-2) BBCL>FB>X",,BOS,Andrew Benintendi,Corey Oswalt,2%,65%,Single to RF (Ground Ball); Devers to 3B
b2,1-0,2,1-3,"1,(0-0) X",O,BOS,J.D. Martinez,Corey Oswalt,-4%,61%,Flyball: RF (Deep CF-RF)
,,,,,,,,,"0 runs, 1 hit, 1 error, 2 LOB. Mets 0, Red Sox 1.","0 runs, 1 hit, 1 error, 2 LOB. Mets 0, Red Sox 1.","0 runs, 1 hit, 1 error, 2 LOB. Mets 0, Red Sox 1."
"Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 3rd, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 8-9-1"
t3,0-1,0,---,"6,(2-2) CBSFBX",O,NYM,Kevin Plawecki,Rick Porcello,3%,64%,Flyball: CF (Deep CF-RF)
t3,0-1,1,---,"7,(2-2) CBCBFFC",O,NYM,Austin Jackson,Rick Porcello,2%,66%,Strikeout Looking
t3,0-1,2,---,"4,(1-2) CBCC",O,NYM,Amed Rosario,Rick Porcello,1%,67%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 1.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 1.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 0, Red Sox 1."
"Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6","Bottom of the 3rd, Red Sox Batting, Ahead 1-0, Mets' Corey Oswalt facing 4-5-6"
b3,1-0,0,---,"3,(0-2) CFC",O,BOS,Xander Bogaerts,Corey Oswalt,-2%,65%,Strikeout Looking
b3,1-0,1,---,"5,(2-2) FBCBX",,BOS,Steve Pearce,Corey Oswalt,2%,67%,Single to LF (Ground Ball thru SS-3B Hole)
b3,1-0,1,1--,"8,(3-2) BBFFB>F11>F1>X",O,BOS,Ian Kinsler,Corey Oswalt,-3%,64%,Foul Popfly: C (Behind Home)
,,,,,,,,,Daniel Zamora replaces Corey Oswalt pitching,Daniel Zamora replaces Corey Oswalt pitching,Daniel Zamora replaces Corey Oswalt pitching
b3,1-0,2,1--,"4,(1-2) .FBSS",O,BOS,Jackie Bradley Jr.,Daniel Zamora,-2%,62%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Mets 0, Red Sox 1.","0 runs, 1 hit, 0 errors, 1 LOB. Mets 0, Red Sox 1.","0 runs, 1 hit, 0 errors, 1 LOB. Mets 0, Red Sox 1."
"Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4","Top of the 4th, Mets Batting, Behind 0-1, Red Sox' Rick Porcello facing 2-3-4"
t4,0-1,0,---,"8,(3-2) BBCTBFFX",,NYM,Jeff McNeil,Rick Porcello,-5%,57%,Single to RF (Ground Ball)
t4,0-1,0,1--,"6,(1-2) CFBFFX",O,NYM,Michael Conforto,Rick Porcello,4%,62%,Lineout: 3B
t4,0-1,1,1--,"1,(0-0) >C",,NYM,Jay Bruce,Rick Porcello,-2%,60%,McNeil Steals 2B
t4,0-1,1,-2-,"3,(0-2) >C.FS",O,NYM,Jay Bruce,Rick Porcello,4%,64%,Strikeout Swinging
t4,0-1,2,-2-,"9,(3-2) BBSFFFFBB",,NYM,Todd Frazier,Rick Porcello,-1%,63%,Walk
t4,0-1,2,12-,"5,(1-2) FFFBX",RRR,NYM,Brandon Nimmo,Rick Porcello,-32%,31%,Home Run (Fly Ball to Deep CF-RF); McNeil Scores; Frazier Scores
t4,3-1,2,---,"4,(1-2) BFSX",O,NYM,Dominic Smith,Rick Porcello,1%,32%,Flyball: CF (Deep CF)
,,,,,,,,,"3 runs, 2 hits, 0 errors, 0 LOB. Mets 3, Red Sox 1.","3 runs, 2 hits, 0 errors, 0 LOB. Mets 3, Red Sox 1.","3 runs, 2 hits, 0 errors, 0 LOB. Mets 3, Red Sox 1."
"Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1","Bottom of the 4th, Red Sox Batting, Behind 1-3, Mets' Daniel Zamora facing 8-9-1"
b4,1-3,0,---,"6,(3-2) BCSBBS",O,BOS,Rafael Devers,Daniel Zamora,-3%,29%,Strikeout Swinging
b4,1-3,1,---,"6,(3-2) CBBFBC",O,BOS,Sandy Leon,Daniel Zamora,-2%,27%,Strikeout Looking
b4,1-3,2,---,"8,(3-2) BCCBFFBB",,BOS,Mookie Betts,Daniel Zamora,2%,28%,Walk
b4,1-3,2,1--,"5,(2-2) 1BBCF1S",O,BOS,Andrew Benintendi,Daniel Zamora,-3%,25%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Mets 3, Red Sox 1.","0 runs, 0 hits, 0 errors, 1 LOB. Mets 3, Red Sox 1.","0 runs, 0 hits, 0 errors, 1 LOB. Mets 3, Red Sox 1."
"Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1","Top of the 5th, Mets Batting, Ahead 3-1, Red Sox' Rick Porcello facing 8-9-1"
t5,3-1,0,---,"2,(1-0) BX",O,NYM,Kevin Plawecki,Rick Porcello,2%,27%,Groundout: 1B-P (2B-1B)
t5,3-1,1,---,"5,(2-2) CBSBS",O,NYM,Austin Jackson,Rick Porcello,1%,28%,Strikeout Swinging
t5,3-1,2,---,"3,(0-2) CFX",O,NYM,Amed Rosario,Rick Porcello,1%,29%,Flyball: RF
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Mets 3, Red Sox 1.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 3, Red Sox 1.","0 runs, 0 hits, 0 errors, 0 LOB. Mets 3, Red Sox 1."
