0,1,2
1.0,Mookie Betts,RF
2.0,Andrew Benintendi,LF
3.0,J.D. Martinez,DH
4.0,Xander Bogaerts,SS
5.0,Steve Pearce,1B
6.0,Ian Kinsler,2B
7.0,Jackie Bradley Jr.,CF
8.0,Rafael Devers,3B
9.0,Sandy Leon,C
,Rick Porcello,P
