Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"David Price, W (9-5)",6,5,1,1,2,7,1,3.66,25,99,60,32,6,22,8,8,2,0,63.0,,,0.157,0.59,0.09%,0.59,2.2
Heath Hembree,1,0,0,0,0,2,0,3.74,3,15,10,5,2,3,0,1,0,0,,0.0,0.0,0.006,0.07,0.00%,0.07,0.5
Brandon Workman,1,0,0,0,0,1,0,1.0,3,15,10,7,0,3,0,2,1,0,,0.0,0.0,0.002,0.02,0.00%,0.02,0.5
Justin Haley,1,0,0,0,0,0,0,0.0,3,14,9,7,1,1,1,2,0,0,,0.0,0.0,0.001,0.01,0.00%,0.01,0.5
Team Totals,9,5,1,1,2,10,1,1.0,34,143,89,51,9,29,9,13,3,0,63.0,0.0,0.0,0.166,0.45,0.10%,0.45,3.8
