0,1,2,0,1,2
1.0,Ian Kinsler,2B,1.0,Mookie Betts,RF
2.0,Mike Trout,DH,2.0,Andrew Benintendi,LF
3.0,Justin Upton,LF,3.0,J.D. Martinez,DH
4.0,Albert Pujols,1B,4.0,Xander Bogaerts,SS
5.0,Andrelton Simmons,SS,5.0,Mitch Moreland,1B
6.0,Martin Maldonado,C,6.0,Eduardo Nunez,2B
7.0,David Fletcher,3B,7.0,Rafael Devers,3B
8.0,Chris Young,CF,8.0,Christian Vazquez,C
9.0,Michael Hermosillo,RF,9.0,Jackie Bradley Jr.,CF
,John Lamb,P,,David Price,P
