Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mitch Haniger RF,5.0,1.0,1.0,0.0,0.0,3.0,5.0,0.309,0.341,0.593,0.934,25.0,15.0,-0.097,1.31,0.056,-0.153%,-0.07%,1.5,-1.0,1.0,0.0,2B
Ty France DH,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.296,0.393,0.493,0.886,17.0,11.0,-0.074,0.91,0.02,-0.094%,-0.05%,1.04,-0.5,,,
Kyle Seager 3B,5.0,1.0,2.0,4.0,0.0,2.0,5.0,0.224,0.286,0.408,0.694,20.0,13.0,0.133,0.87,0.162,-0.029%,0.09%,0.99,3.0,0.0,3.0,"HR,2B"
Kyle Lewis CF,5.0,0.0,2.0,0.0,0.0,1.0,5.0,0.167,0.231,0.25,0.481,23.0,13.0,-0.039,1.2,0.074,-0.112%,-0.03%,1.37,0.5,1.0,0.0,2B
Evan White 1B,4.0,0.0,1.0,0.0,1.0,1.0,5.0,0.176,0.25,0.275,0.525,20.0,12.0,-0.163,1.24,0.041,-0.204%,-0.11%,1.42,-1.5,8.0,2.0,GDP
Tom Murphy C,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.111,0.158,0.194,0.352,8.0,7.0,-0.071,0.89,0.0,-0.071%,-0.05%,1.02,-0.7,6.0,0.0,
Jose Marmolejos PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.206,0.325,0.529,0.854,4.0,3.0,-0.022,1.83,0.0,-0.022%,-0.01%,2.1,-0.1,,,
Luis Torrens C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.24,0.234,0.474,,,,,,,,,,1.0,0.0,
Dylan Moore 2B,2.0,1.0,0.0,0.0,2.0,1.0,4.0,0.107,0.239,0.214,0.453,18.0,9.0,-0.014,0.82,0.051,-0.065%,-0.01%,0.94,-0.5,1.0,3.0,SB
Sam Haggerty LF,2.0,0.0,1.0,0.0,2.0,1.0,4.0,0.207,0.258,0.345,0.603,23.0,10.0,0.034,0.96,0.065,-0.031%,0.02%,1.1,0.0,3.0,0.0,
J.P. Crawford SS,3.0,1.0,1.0,1.0,1.0,0.0,4.0,0.238,0.314,0.254,0.568,21.0,14.0,0.055,1.28,0.12,-0.065%,0.04%,1.46,0.7,1.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,
Yusei Kikuchi P,,,,,,,,,,,,,,,,,,,,,2.0,0.0,
Drew Steckenrider P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ljay Newsome P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,5.0,9.0,5.0,6.0,12.0,41.0,0.257,0.366,0.429,0.794,179.0,107.0,-0.258,1.08,0.589,-0.846%,-0.18%,1.23,-0.1,24.0,11.0,
