Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Yoshi Tsutsugo 1B,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.077,0.2,0.077,0.277,23.0,13.0,-0.089,0.77,0.004,-0.093%,-0.06%,0.8,-0.7,6.0,0.0,
Austin Meadows DH,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.188,0.278,0.563,0.84,30.0,19.0,-0.095,0.65,0.0,-0.095%,-0.06%,0.68,-1.5,,,
Randy Arozarena LF-RF,3.0,1.0,2.0,0.0,1.0,1.0,4.0,0.364,0.417,0.364,0.78,20.0,13.0,0.066,0.72,0.079,-0.013%,0.04%,0.75,0.8,2.0,0.0,
Brandon Lowe 2B,3.0,0.0,2.0,0.0,1.0,0.0,4.0,0.364,0.462,0.455,0.916,13.0,7.0,-0.003,0.77,0.041,-0.043%,-0.00%,0.8,0.8,2.0,3.0,
Manuel Margot RF-CF,3.0,0.0,1.0,1.0,1.0,2.0,4.0,0.385,0.429,0.769,1.198,21.0,10.0,-0.048,1.02,0.039,-0.086%,-0.03%,1.07,0.5,2.0,0.0,
Joey Wendle 3B,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.273,0.273,0.636,0.909,7.0,6.0,-0.112,1.14,0.0,-0.112%,-0.07%,1.19,-1.6,0.0,2.0,GDP
Yandy Díaz PH-3B,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3,0.417,0.4,0.817,4.0,0.0,0.033,0.82,0.033,0.000%,0.02%,0.86,1.0,0.0,0.0,
Willy Adames SS,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.182,0.25,0.273,0.523,17.0,10.0,0.063,0.98,0.101,-0.038%,0.04%,1.03,-0.0,0.0,2.0,2B
Kevin Kiermaier CF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.091,0.091,0.091,0.182,3.0,2.0,-0.055,1.22,0.0,-0.055%,-0.03%,1.27,-0.6,1.0,0.0,GDP
Mike Brosseau LF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.143,0.143,0.143,0.286,17.0,10.0,-0.073,0.81,0.0,-0.073%,-0.05%,0.84,-1.5,3.0,0.0,
Mike Zunino C,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.125,0.3,0.5,0.8,10.0,5.0,0.0,0.77,0.028,-0.028%,0%,0.8,-0.1,8.0,0.0,
Joseph Odom PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.01,0.0,0.000%,0%,0.01,-0.3,,,
,,,,,,,,,,,,,,,,,,,,,,,
Michael Wacha P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Chris Mazza P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jeffrey Springs P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,2.0,7.0,2.0,6.0,8.0,38.0,0.219,0.342,0.25,0.592,168.0,96.0,-0.313,0.82,0.325,-0.636%,-0.20%,0.86,-3.1,24.0,7.0,
