Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Nathan Eovaldi,4.1,7,6,6,1,5,0,4.62,22,79,61,39,7,15,8,8,7,0,29.0,,,-0.284,1.46,-0.20%,1.73,-2.6
Josh Taylor,0.2,1,0,0,0,1,0,7.15,3,11,6,2,2,2,1,1,1,0,,2.0,2.0,-0.084,1.5,-0.06%,1.78,-0.5
Phillips Valdez,1.0,2,1,1,1,1,0,3.97,6,24,12,6,1,5,2,2,2,0,,0.0,0.0,-0.073,1.15,-0.05%,1.36,-0.4
"Darwinzon Hernandez, BS (1)",1.0,1,1,0,0,1,0,3.18,5,20,14,9,2,3,3,1,1,0,,0.0,0.0,-0.087,2.1,-0.06%,2.49,-0.4
"Matt Andriese, W (1-1)",1.0,3,1,1,1,1,0,3.52,7,27,16,9,5,2,2,3,1,0,,0.0,0.0,-0.171,2.32,-0.12%,2.76,-0.4
"Adam Ottavino, S (1)",1.0,0,0,0,1,0,0,4.15,4,21,13,5,1,7,2,1,0,0,,0.0,0.0,0.039,0.98,0.03%,1.16,0.6
Team Totals,9.0,14,9,8,4,9,0,8.0,47,182,122,70,18,34,18,16,12,0,29.0,2.0,2.0,-0.66,1.58,-0.47%,1.87,-3.9
