0,1,2
1.0,Yandy Díaz,1B
2.0,Tommy Pham,DH
3.0,Daniel Robertson,2B
4.0,Avisail Garcia,RF
5.0,Mike Zunino,C
6.0,Kevin Kiermaier,CF
7.0,Guillermo Heredia,LF
8.0,Willy Adames,SS
9.0,Christian Arroyo,3B
,Charlie Morton,P
