Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
George Springer DH,3.0,1.0,1.0,2.0,1.0,1.0,4.0,0.32,0.402,0.663,1.065,10.0,6.0,0.278,1.54,0.328,-0.050%,0.20%,1.8,0.9,,,HR
Alex Bregman 3B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.269,0.376,0.571,0.946,12.0,8.0,-0.08,1.14,0.024,-0.105%,-0.06%,1.33,-0.7,1.0,2.0,
Michael Brantley LF,3.0,1.0,0.0,0.0,1.0,1.0,4.0,0.324,0.376,0.565,0.941,17.0,10.0,0.007,1.07,0.084,-0.077%,0.01%,1.25,-0.0,3.0,0.0,
Carlos Correa SS,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.296,0.358,0.572,0.93,15.0,7.0,-0.065,1.12,0.013,-0.079%,-0.05%,1.32,-0.5,0.0,1.0,
Josh Reddick RF,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.326,0.377,0.435,0.812,17.0,13.0,-0.034,1.09,0.03,-0.064%,-0.02%,1.28,-0.6,1.0,0.0,SF
Yuli Gurriel 1B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.269,0.306,0.419,0.725,9.0,6.0,-0.034,1.03,0.043,-0.077%,-0.02%,1.21,-0.2,8.0,0.0,
Aledmys Díaz 2B,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.266,0.307,0.519,0.826,3.0,2.0,0.036,1.21,0.036,0.000%,0.03%,1.42,0.4,0.0,0.0,
Tony Kemp 2B,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.228,0.286,0.404,0.689,14.0,7.0,-0.075,0.95,0.0,-0.075%,-0.05%,1.11,-0.7,1.0,3.0,
Robinson Chirinos C,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.267,0.394,0.535,0.928,15.0,9.0,-0.044,0.99,0.033,-0.077%,-0.03%,1.16,-0.5,10.0,2.0,
Jake Marisnick CF,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.31,0.355,0.592,0.947,16.0,11.0,0.045,1.48,0.139,-0.094%,0.03%,1.74,-0.4,3.0,0.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Gerrit Cole P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Hector Rondon P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Will Harris P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ryan Pressly P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Roberto Osuna P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,3.0,6.0,3.0,3.0,6.0,36.0,0.188,0.25,0.313,0.563,128.0,79.0,0.034,1.16,0.73,-0.698%,0.02%,1.36,-2.3,27.0,9.0,
