0,1,2
1.0,Cesar Hernandez,2B
2.0,Rhys Hoskins,LF
3.0,Odubel Herrera,CF
4.0,Carlos Santana,1B
5.0,Asdrubal Cabrera,DH
6.0,Maikel Franco,3B
7.0,Jorge Alfaro,C
8.0,Roman Quinn,RF
9.0,Scott Kingery,SS
,Aaron Nola,P
