Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Aaron Nola,8.0,4,1,1,1,6,0,2.35,29,105,73,38,12,23,12,10,7,0,75.0,,,0.43,1.23,0.43%,2.03,3.3
Seranthony Dominguez,1.0,0,0,0,1,0,0,1.96,3,11,6,3,1,2,2,0,0,0,,0.0,0.0,0.144,2.3,0.14%,3.8,0.5
Pat Neshek,0.2,1,0,0,0,0,0,0.0,3,11,7,3,1,3,0,3,0,0,,0.0,0.0,0.033,1.86,0.03%,3.08,0.2
Tommy Hunter,1.1,0,0,0,0,0,0,4.5,4,14,8,5,2,1,3,1,0,0,,1.0,0.0,0.254,2.82,0.25%,4.67,0.9
"Austin Davis, L (1-1)",1.0,1,1,1,0,1,0,3.72,4,18,10,5,1,4,2,1,1,0,,0.0,0.0,0.07,1.97,0.07%,3.25,0.1
Luis Garcia,0.1,1,0,0,0,1,0,3.99,2,6,5,3,1,1,0,1,1,0,,1.0,1.0,-0.283,2.95,-0.28%,4.88,-0.8
Team Totals,12.1,7,2,2,2,8,0,1.46,45,165,109,57,18,34,19,16,9,0,75.0,2.0,1.0,0.648,1.68,0.64%,2.77,4.2
