Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,4.0,1.0,2.0,0.0,1.0,1.0,5.0,0.282,0.39,0.487,0.876,21.0,11.0,0.078,1.27,0.138,-0.060%,0.01%,0.32,0.5,3.0,0.0,
Rafael Devers 3B,4.0,1.0,0.0,0.0,1.0,3.0,5.0,0.318,0.367,0.563,0.93,19.0,12.0,-0.136,1.69,0.044,-0.180%,-0.02%,0.42,-0.9,1.0,0.0,
Xander Bogaerts SS,5.0,1.0,3.0,2.0,0.0,0.0,5.0,0.31,0.389,0.566,0.955,14.0,10.0,0.179,1.78,0.283,-0.105%,0.03%,0.45,1.8,2.0,4.0,2B
J.D. Martinez DH,5.0,1.0,2.0,2.0,0.0,1.0,5.0,0.302,0.377,0.546,0.923,19.0,15.0,0.073,1.58,0.218,-0.145%,0.01%,0.4,1.3,,,HR
Andrew Benintendi LF,5.0,0.0,1.0,0.0,0.0,3.0,5.0,0.284,0.355,0.467,0.822,19.0,13.0,-0.145,1.41,0.036,-0.181%,-0.02%,0.35,-1.1,0.0,0.0,
Christian Vazquez C,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.283,0.322,0.49,0.811,20.0,14.0,-0.066,1.45,0.119,-0.185%,-0.01%,0.37,-1.4,10.0,0.0,2B
Chris Owings PR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.133,0.193,0.222,0.415,,,0.0,,0.0,0.000%,0%,,0.0,,,
Mitch Moreland 1B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.222,0.304,0.494,0.798,14.0,11.0,-0.059,0.83,0.015,-0.074%,-0.01%,0.21,-0.4,9.0,1.0,
Sam Travis PH,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.294,0.4,0.694,0.0,0.0,0.01,3.15,0.01,0.000%,0.00%,0.79,0.2,,,IW
Brock Holt 2B,3.0,0.0,2.0,1.0,2.0,0.0,5.0,0.318,0.386,0.405,0.791,26.0,12.0,0.342,1.62,0.371,-0.030%,0.05%,0.41,1.6,1.0,2.0,
Jackie Bradley Jr. CF,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.219,0.313,0.386,0.699,17.0,13.0,-0.156,1.47,0.0,-0.156%,-0.02%,0.37,-1.3,4.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Rodriguez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Darwinzon Hernandez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Nathan Eovaldi P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brandon Workman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Josh Taylor P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,39.0,5.0,12.0,5.0,5.0,12.0,44.0,0.308,0.386,0.436,0.822,169.0,111.0,0.12,1.51,1.234,-1.116%,0.02%,0.38,0.1,30.0,9.0,
