Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Trey Mancini LF,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.288,0.377,0.373,0.75,16.0,11.0,0.048,0.36,0.054,-0.006%,0.03%,0.3,-0.0,2.0,0.0,2B
Pedro Alvarez DH,3.0,1.0,2.0,2.0,1.0,0.0,4.0,0.304,0.484,0.652,1.136,13.0,6.0,-0.004,0.62,0.029,-0.033%,-0.00%,0.53,1.8,,,HR
Manny Machado SS,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.311,0.4,0.525,0.925,17.0,11.0,-0.069,0.7,0.002,-0.071%,-0.03%,0.59,-0.5,1.0,2.0,
Engelb Vielma SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,
Adam Jones CF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.234,0.254,0.391,0.644,17.0,11.0,-0.003,0.47,0.03,-0.033%,-0.00%,0.4,-1.0,5.0,0.0,GDP
Craig Gentry CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.5,,,,,,,,,,1.0,0.0,
Chris Davis 1B,4.0,1.0,2.0,0.0,0.0,1.0,4.0,0.143,0.25,0.224,0.474,19.0,10.0,0.025,0.55,0.05,-0.025%,0.01%,0.47,0.8,9.0,0.0,2B
Tim Beckham 2B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.183,0.219,0.283,0.502,12.0,9.0,-0.11,0.62,0.0,-0.110%,-0.06%,0.53,-1.6,1.0,3.0,GDP
Chance Sisco C,4.0,0.0,0.0,1.0,0.0,2.0,4.0,0.286,0.355,0.393,0.748,12.0,10.0,-0.036,0.33,0.0,-0.036%,-0.02%,0.28,-0.6,3.0,0.0,
Danny Valencia 3B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.143,0.28,0.333,0.613,21.0,14.0,-0.027,0.26,0.0,-0.027%,-0.01%,0.22,-0.8,2.0,2.0,
Anthony Santander RF,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.205,0.262,0.359,0.621,19.0,14.0,-0.011,0.23,0.005,-0.016%,-0.01%,0.2,0.1,0.0,0.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Alex Cobb P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Miguel Castro P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Donnie Hart P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mychal Givens P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,34.0,3.0,9.0,3.0,1.0,9.0,35.0,0.265,0.286,0.441,0.727,146.0,96.0,-0.187,0.47,0.17,-0.357%,-0.10%,0.4,-1.8,24.0,8.0,
