Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Hector Velazquez facing 1-2-3"
t1,0-0,0,---,"4,(1-2) CFBX",,BAL,Trey Mancini,Hector Velazquez,-4%,47%,Single to CF (Line Drive)
t1,0-0,0,1--,"4,(1-2) CFBX",O,BAL,Pedro Alvarez,Hector Velazquez,3%,50%,Lineout: CF (Deep CF-RF)
t1,0-0,1,1--,"5,(2-2) CBSBC",O,BAL,Manny Machado,Hector Velazquez,3%,53%,Strikeout Looking
t1,0-0,2,1--,"4,(1-2) FF*BX",O,BAL,Adam Jones,Hector Velazquez,2%,55%,Flyball: CF (Deep CF-RF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Orioles 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Orioles 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Orioles 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' Alex Cobb facing 1-2-3"
b1,0-0,0,---,"6,(3-2) BFBFBB",,BOS,Mookie Betts,Alex Cobb,3%,58%,Walk
b1,0-0,0,1--,"4,(2-1) BB1T1X",R,BOS,Andrew Benintendi,Alex Cobb,14%,72%,Double to LF (Fly Ball to Deep CF); Betts Scores; Benintendi to 3B/Adv on E6 (throw)
b1,1-0,0,--3,"6,(2-2) *BBCFFX",RR,BOS,Hanley Ramirez,Alex Cobb,8%,80%,Home Run (Fly Ball to Deep LF); Benintendi Scores
