Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Alex Cobb, L (0-1)",3.2,10,8,7,1,0,2,17.18,21,79,49,35,2,12,5,15,7,0,10.0,,,-0.303,0.51,-0.15%,0.43,-5.2
Miguel Castro,2.0,3,1,1,1,1,0,3.97,10,42,27,19,2,6,3,5,3,0,,1.0,1.0,-0.008,0.15,-0.00%,0.13,-0.8
Donnie Hart,1.1,2,1,0,0,1,0,0.0,7,22,15,8,2,5,3,3,0,0,,1.0,0.0,-0.001,0.02,0.00%,0.02,-0.2
Mychal Givens,1.0,0,0,0,0,1,0,6.23,3,6,5,2,1,2,1,1,0,0,,0.0,0.0,0.0,0.0,0.00%,0.0,0.5
Team Totals,8.0,15,10,8,2,3,2,9.0,41,149,96,64,7,25,12,24,10,0,10.0,2.0,1.0,-0.312,0.3,-0.16%,0.26,-5.8
