Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Charlie Blackmon RF,5.0,1.0,1.0,2.0,0.0,2.0,5.0,0.302,0.364,0.58,0.944,24.0,17.0,0.31,1.67,0.453,-0.143%,0.14%,1.27,0.7,5.0,0.0,HR
Trevor Story SS,5.0,2.0,1.0,0.0,0.0,3.0,5.0,0.273,0.342,0.497,0.839,25.0,17.0,-0.084,1.2,0.044,-0.128%,-0.04%,0.91,-0.4,1.0,1.0,
Nolan Arenado 3B,4.0,1.0,1.0,2.0,1.0,1.0,5.0,0.317,0.365,0.604,0.968,22.0,10.0,0.124,1.48,0.21,-0.086%,0.06%,1.12,1.3,0.0,2.0,HR
Mark Reynolds 1B,5.0,0.0,2.0,1.0,0.0,3.0,5.0,0.195,0.319,0.403,0.722,19.0,16.0,0.278,2.02,0.4,-0.121%,0.13%,1.54,0.9,6.0,0.0,2B
Raimel Tapia LF,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.298,0.336,0.596,0.933,18.0,13.0,-0.174,1.24,0.0,-0.174%,-0.08%,0.94,-1.5,1.0,0.0,
Ian Desmond DH,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.208,0.273,0.4,0.673,12.0,9.0,-0.071,0.84,0.0,-0.071%,-0.03%,0.63,-0.6,,,
Daniel Murphy PH-DH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.269,0.383,0.652,4.0,3.0,-0.065,2.41,0.0,-0.065%,-0.03%,1.83,-0.3,,,
David Dahl CF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.308,0.354,0.513,0.867,16.0,12.0,-0.167,1.54,0.0,-0.167%,-0.08%,1.17,-1.1,7.0,0.0,
Chris Iannetta C,4.0,1.0,1.0,0.0,0.0,3.0,4.0,0.25,0.353,0.5,0.853,21.0,12.0,0.013,1.2,0.098,-0.085%,0.01%,0.91,-0.2,10.0,0.0,2B
Pat Valaika 2B,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.069,0.182,0.103,0.285,10.0,7.0,-0.031,0.57,0.0,-0.031%,-0.01%,0.43,-0.3,0.0,0.0,
Ryan McMahon PH-2B,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.229,0.321,0.354,0.675,9.0,4.0,-0.004,2.66,0.082,-0.086%,-0.00%,2.02,0.0,3.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,
Kyle Freeland P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Bryan Shaw P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Scott Oberg P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Carlos Estevez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mike Dunn P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Wade Davis P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,39.0,5.0,6.0,5.0,2.0,24.0,41.0,0.154,0.195,0.359,0.554,180.0,120.0,0.129,1.47,1.287,-1.157%,0.06%,1.12,-1.4,33.0,6.0,
