Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Chris Sale,7,3,2,2,0,17,1,4.24,24,108,74,25,23,26,3,4,1,0,80.0,,,0.224,0.89,0.15%,0.97,2.1
"Brandon Workman, BS (1)",1,2,2,2,0,2,1,2.37,5,20,13,6,4,3,1,2,0,0,,0.0,0.0,-0.392,2.01,-0.26%,2.19,-1.4
Matt Barnes,2,0,0,0,0,5,0,1.56,6,26,18,6,9,3,1,0,0,0,,0.0,0.0,0.308,1.93,0.20%,2.1,1.2
"Ryan Brasier, L (2-2)",1,1,1,1,2,0,0,3.57,6,26,15,10,1,4,2,2,1,0,,0.0,0.0,-0.271,2.9,-0.18%,3.15,-0.4
Team Totals,11,6,5,5,2,24,2,4.09,41,180,120,47,37,36,7,8,2,0,80.0,0.0,0.0,-0.131,1.47,-0.09%,1.6,1.4
