0,1,2
1.0,Charlie Blackmon,RF
2.0,Trevor Story,SS
3.0,Nolan Arenado,3B
4.0,Mark Reynolds,1B
5.0,Raimel Tapia,LF
6.0,Ian Desmond,DH
7.0,David Dahl,CF
8.0,Chris Iannetta,C
9.0,Pat Valaika,2B
,Kyle Freeland,P
