Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Chad Kuhl,6.1,5,1,1,0,6,0,2.38,24,92,67,40,7,20,5,13,3,0,65.0,,,0.29,1.03,0.14%,0.83,2.3
"Felipe Vazquez, H (3)",0.2,0,0,0,0,0,0,1.5,2,8,5,3,1,1,2,0,0,0,,1.0,0.0,0.094,1.76,0.04%,1.41,0.6
"Daniel Hudson, H (3)",0.1,1,2,2,1,0,0,7.2,3,14,6,3,1,2,1,0,0,1,,0.0,0.0,-0.088,1.83,-0.04%,1.46,-0.4
"Juan Nicasio, BS (1), L (0-2)",0.2,2,1,1,2,1,0,3.86,5,19,10,7,2,1,0,2,1,0,,2.0,2.0,-0.558,3.66,-0.27%,2.93,-2.0
Team Totals,8.0,8,4,4,3,7,0,4.5,34,133,88,53,11,24,8,15,4,1,65.0,3.0,2.0,-0.262,1.53,-0.13%,1.23,0.4
