0,1,2
1.0,Jordy Mercer,SS
2.0,Starling Marte,CF
3.0,Andrew McCutchen,RF
4.0,Gregory Polanco,LF
5.0,David Freese,DH
6.0,Josh Harrison,3B
7.0,Josh Bell,1B
8.0,Phil Gosselin,2B
9.0,Chris Stewart,C
,Chad Kuhl,P
