Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Eduardo Rodriguez,5.1,4,3,2,4,8,1,5.23,23,107,63,25,14,24,1,10,3,0,54.0,,,0.026,0.95,0.01%,0.92,0.4
Heath Hembree,1.2,2,0,0,0,2,0,3.6,7,23,17,9,6,2,3,2,0,0,,2.0,1.0,0.004,1.12,0.00%,1.08,0.5
"Matt Barnes, W (2-0)",1.0,0,0,0,1,0,0,0.0,4,13,7,3,1,3,1,2,1,0,,0.0,0.0,0.033,0.56,0.02%,0.54,0.6
"Craig Kimbrel, S (3)",1.0,1,0,0,0,0,0,2.25,3,17,11,8,0,3,1,2,1,0,,0.0,0.0,0.174,3.23,0.10%,3.13,0.6
Team Totals,9.0,7,3,2,5,10,1,2.0,37,160,98,45,21,32,6,16,5,0,54.0,2.0,1.0,0.237,1.17,0.14%,1.14,2.0
