0,1,2
1.0,Brett Gardner,CF
2.0,Aaron Judge,RF
3.0,Giancarlo Stanton,LF
4.0,Didi Gregorius,SS
5.0,Gary Sanchez,C
6.0,Aaron Hicks,DH
7.0,Neil Walker,1B
8.0,Tyler Wade,2B
9.0,Ronald Torreyes,3B
,Sonny Gray,P
