Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"6,(3-2) CFBBBX",O,NYY,Brett Gardner,Rick Porcello,2%,52%,Groundout: 1B unassisted
t1,0-0,1,---,"4,(1-2) FCBX",O,NYY,Aaron Judge,Rick Porcello,2%,54%,Groundout: 3B-1B (SS-3B Hole)
t1,0-0,2,---,"2,(1-0) BX",O,NYY,Giancarlo Stanton,Rick Porcello,1%,55%,Groundout: P-1B (Short 1B Line)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Sonny Gray facing 1-2-3"
b1,0-0,0,---,"6,(3-2) CBBFBX",O,BOS,Mookie Betts,Sonny Gray,-2%,53%,Popfly: 2B (Deep 2B-1B)
b1,0-0,1,---,"4,(2-1) BBCX",,BOS,Andrew Benintendi,Sonny Gray,2%,55%,Single to LF (Ground Ball)
b1,0-0,1,1--,"1,(0-0) 1H",,BOS,Hanley Ramirez,Sonny Gray,3%,59%,Hit By Pitch; Benintendi to 2B
,,,,,,,,,Mitch Moreland pinch runs for Hanley Ramirez (1B) batting 3rd,Mitch Moreland pinch runs for Hanley Ramirez (1B) batting 3rd,Mitch Moreland pinch runs for Hanley Ramirez (1B) batting 3rd
b1,0-0,1,12-,"3,(1-1) .BCX",O,BOS,J.D. Martinez,Sonny Gray,-4%,55%,Flyball: RF (Deep RF Line); Benintendi to 3B
b1,0-0,2,1-3,"2,(1-0) *BX",O,BOS,Rafael Devers,Sonny Gray,-5%,50%,Flyball: LF (Deep LF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 2 LOB. Yankees 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 2 LOB. Yankees 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 2 LOB. Yankees 0, Red Sox 0."
"Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6"
,,,,,,,,,Mitch Moreland moves from PR to 1B,Mitch Moreland moves from PR to 1B,Mitch Moreland moves from PR to 1B
t2,0-0,0,---,"9,(3-2) .CBFBFBFFX",O,NYY,Didi Gregorius,Rick Porcello,2%,52%,Flyball: CF (Short CF)
t2,0-0,1,---,"3,(0-2) CSS",O,NYY,Gary Sanchez,Rick Porcello,2%,54%,Strikeout Swinging
t2,0-0,2,---,"6,(1-2) FFBFFX",O,NYY,Aaron Hicks,Rick Porcello,1%,55%,Flyball: LF (Deep SS)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0."
