Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"1,(0-0) X",,CHW,Yoan Moncada,Rick Porcello,4%,54%,Single to CF (Line Drive to Deep CF)
t1,0-0,0,1--,"2,(0-1) CX",O,CHW,Yolmer Sanchez,Rick Porcello,-3%,50%,Groundout: 1B-SS/Forceout at 2B
t1,0-0,1,1--,"8,(3-2) BCFB11>FB>F>X",R,CHW,José Abreu,Rick Porcello,11%,61%,Double to LF (Fly Ball to Deep LF-CF); Sanchez Scores
t1,1-0,1,-2-,"3,(1-1) SBX",O,CHW,Daniel Palka,Rick Porcello,-3%,58%,Groundout: 1B-P; Abreu to 3B
t1,1-0,2,--3,"6,(3-2) SBBTBS",O,CHW,Matt Davidson,Rick Porcello,-3%,55%,Strikeout Swinging
,,,,,,,,,"1 run, 2 hits, 0 errors, 1 LOB. White Sox 1, Red Sox 0.","1 run, 2 hits, 0 errors, 1 LOB. White Sox 1, Red Sox 0.","1 run, 2 hits, 0 errors, 1 LOB. White Sox 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Reynaldo Lopez facing 1-2-3"
b1,0-1,0,---,"1,(0-0) X",O,BOS,Andrew Benintendi,Reynaldo Lopez,2%,57%,Flyball: LF (LF-CF)
b1,0-1,1,---,"4,(1-2) BCSS",O,BOS,Xander Bogaerts,Reynaldo Lopez,2%,59%,Strikeout Swinging
