Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Andrew Benintendi LF,4.0,1.0,1.0,0.0,1.0,0.0,5.0,0.293,0.375,0.545,0.92,14.0,10.0,-0.043,1.42,0.098,-0.141%,-0.03%,1.42,-0.1,2.0,0.0,2B
Xander Bogaerts SS,4.0,0.0,0.0,0.0,0.0,1.0,5.0,0.277,0.333,0.503,0.836,16.0,11.0,-0.076,1.44,0.047,-0.122%,-0.05%,1.44,-0.8,4.0,2.0,HBP
Mitch Moreland 1B,3.0,0.0,1.0,0.0,2.0,1.0,5.0,0.296,0.365,0.591,0.956,19.0,8.0,0.008,1.3,0.102,-0.094%,0.01%,1.3,0.3,5.0,3.0,
J.D. Martinez DH,4.0,1.0,1.0,0.0,1.0,1.0,5.0,0.316,0.376,0.654,1.03,22.0,13.0,-0.079,1.89,0.125,-0.204%,-0.05%,1.89,-0.6,,,"2B,GDP"
Rafael Devers 3B,2.0,0.0,1.0,1.0,1.0,1.0,3.0,0.232,0.287,0.401,0.688,14.0,6.0,0.096,1.1,0.127,-0.031%,0.06%,1.1,0.9,0.0,2.0,SB
Eduardo Nunez PH-3B,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.253,0.274,0.367,0.64,6.0,5.0,0.12,2.92,0.138,-0.018%,0.07%,2.92,0.7,0.0,0.0,
Brock Holt 2B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.301,0.376,0.437,0.813,16.0,10.0,-0.163,2.4,0.032,-0.195%,-0.10%,2.4,-1.0,1.0,1.0,
Jackie Bradley Jr. CF,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.193,0.293,0.304,0.597,12.0,7.0,-0.093,1.57,0.062,-0.154%,-0.06%,1.57,-0.7,2.0,0.0,"SB,HBP"
Blake Swihart RF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.156,0.229,0.188,0.416,10.0,8.0,-0.118,2.25,0.07,-0.188%,-0.07%,2.25,-1.1,0.0,0.0,
Sandy Leon C,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.244,0.286,0.36,0.646,13.0,10.0,-0.088,1.74,0.061,-0.150%,-0.05%,1.74,-0.4,11.0,1.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Rick Porcello P,,,,,,,,,,,,,,,,,,,,,2.0,0.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brandon Workman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Matt Barnes P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,34.0,2.0,7.0,1.0,5.0,9.0,41.0,0.206,0.341,0.294,0.636,142.0,88.0,-0.436,1.71,0.862,-1.297%,-0.26%,1.71,-2.8,27.0,10.0,
