0,1,2
1.0,Yoan Moncada,2B
2.0,Yolmer Sanchez,3B
3.0,José Abreu,DH
4.0,Daniel Palka,RF
5.0,Matt Davidson,1B
6.0,Omar Narvaez,C
7.0,Tim Anderson,SS
8.0,Charlie Tilson,LF
9.0,Trayce Thompson,CF
,Reynaldo Lopez,P
