Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Jeff Samardzija, W (11-12)",6,2,1,1,4,2,1,3.64,23,99,61,39,2,20,9,8,3,0,62.0,,,0.181,0.81,0.00%,0.0,2.1
"Fernando Abad, H (7)",1,3,1,1,0,0,0,4.91,5,14,10,7,1,2,4,1,1,0,,1.0,0.0,0.046,1.7,0.00%,0.0,-0.0
Tyler Rogers,1,0,0,0,0,0,0,1.42,3,10,9,6,1,2,2,1,0,0,,0.0,0.0,0.036,0.45,0.00%,0.0,0.6
Enderson Franco,1,1,1,1,0,1,1,9.0,4,23,18,11,3,4,0,3,0,0,,0.0,0.0,0.0,0.0,0.00%,0.0,-0.4
Team Totals,9,6,3,3,4,3,2,3.0,35,146,98,63,7,28,15,13,4,0,62.0,1.0,0.0,0.263,0.82,0.00%,0.0,2.3
