Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Andrew Benintendi LF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.267,0.343,0.434,0.778,21.0,13.0,-0.181,1.45,0.0,-0.181%,0%,0.0,-1.7,0.0,0.0,GDP
Xander Bogaerts SS,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.302,0.379,0.549,0.928,12.0,10.0,-0.072,0.68,0.0,-0.072%,0%,0.0,-0.9,1.0,1.0,
Rafael Devers 3B,3.0,1.0,1.0,1.0,1.0,0.0,4.0,0.31,0.362,0.557,0.919,17.0,10.0,0.041,0.42,0.067,-0.026%,0%,0.0,0.8,1.0,2.0,HR
Christian Vazquez DH,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.271,0.31,0.47,0.781,16.0,13.0,-0.049,0.43,0.0,-0.049%,0%,0.0,-0.6,,,
Brock Holt RF,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.31,0.386,0.418,0.804,11.0,6.0,0.063,0.98,0.087,-0.024%,0%,0.0,0.5,2.0,0.0,
Juan Centeno PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.143,0.25,0.143,0.393,5.0,5.0,0.0,0.01,0.0,0.000%,0%,0.0,-0.3,,,
Mitch Moreland 1B,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.242,0.322,0.472,0.794,15.0,11.0,-0.155,1.36,0.0,-0.155%,0%,0.0,-1.4,8.0,0.0,GDP
Chris Owings PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.124,0.185,0.205,0.39,4.0,3.0,0.0,0.0,0.0,0.000%,0%,0.0,-0.2,,,
Jackie Bradley Jr. CF,3.0,2.0,2.0,1.0,1.0,0.0,4.0,0.224,0.322,0.424,0.747,17.0,11.0,0.042,0.48,0.052,-0.011%,0%,0.0,1.4,2.0,0.0,HR
Marco Hernandez 2B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.269,0.298,0.37,0.668,20.0,13.0,-0.035,0.91,0.028,-0.062%,0%,0.0,-0.6,0.0,4.0,
Sandy Leon C,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0.204,0.263,0.318,0.582,8.0,3.0,0.083,1.37,0.126,-0.043%,0%,0.0,0.8,13.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Jhoulys Chacin P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Bobby Poyner P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brian Johnson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Travis Lakins Sr. P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mike Shawaryn P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Colten Brewer P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Hector Velazquez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ryan Weber P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,31.0,3.0,6.0,3.0,4.0,3.0,35.0,0.194,0.286,0.387,0.673,146.0,98.0,-0.263,0.82,0.36,-0.623%,0.00%,0.0,-2.3,27.0,7.0,
