0,1,2
1.0,Andrew Benintendi,LF
2.0,Xander Bogaerts,SS
3.0,Rafael Devers,3B
4.0,Christian Vazquez,DH
5.0,Brock Holt,RF
6.0,Mitch Moreland,1B
7.0,Jackie Bradley Jr.,CF
8.0,Marco Hernandez,2B
9.0,Sandy Leon,C
,Jhoulys Chacin,P
