Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Marwin Gonzalez 2B,3.0,1.0,2.0,0.0,1.0,1.0,4.0,0.223,0.323,0.33,0.653,18.0,10.0,0.11,0.84,0.13,-0.021%,0.09%,1.12,1.1,1.0,1.0,2·2B
Alex Verdugo CF,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.291,0.353,0.448,0.801,17.0,7.0,0.101,1.2,0.147,-0.046%,0.08%,1.61,0.9,2.0,0.0,
J.D. Martinez DH,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.328,0.411,0.62,1.032,15.0,11.0,-0.108,1.56,0.065,-0.173%,-0.09%,2.09,-0.6,,,
Xander Bogaerts SS,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.333,0.391,0.565,0.956,21.0,13.0,-0.11,1.52,0.034,-0.144%,-0.09%,2.04,-1.2,0.0,1.0,
Rafael Devers 3B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.279,0.358,0.574,0.932,13.0,8.0,-0.038,1.64,0.106,-0.144%,-0.03%,2.2,-0.5,1.0,1.0,2B
Christian Vazquez C,3.0,0.0,0.0,1.0,1.0,0.0,4.0,0.259,0.304,0.362,0.666,10.0,6.0,-0.139,1.88,0.089,-0.228%,-0.11%,2.52,-1.0,12.0,0.0,
Hunter Renfroe RF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.219,0.257,0.381,0.638,18.0,14.0,-0.062,1.24,0.048,-0.110%,-0.05%,1.67,-0.8,4.0,1.0,2B
Franchy Cordero LF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.15,0.209,0.188,0.397,17.0,12.0,-0.078,0.93,0.0,-0.078%,-0.06%,1.26,-0.8,1.0,0.0,
Jonathan Arauz PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,-0.016,0.59,0.0,-0.016%,-0.01%,0.79,-0.2,,,
Michael Chavis 1B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.231,0.231,0.462,0.692,17.0,12.0,-0.096,0.87,0.0,-0.096%,-0.08%,1.17,-0.9,6.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Rodriguez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Eduard Bazardo P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Austin Brice P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,1.0,5.0,1.0,4.0,10.0,36.0,0.156,0.25,0.281,0.531,149.0,96.0,-0.436,1.29,0.619,-1.056%,-0.35%,1.73,-4.1,27.0,4.0,
