Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"James Kaprielian, W (1-0)",5,4,1,1,3,6,0,1.8,23,95,58,32,13,13,4,10,3,0,58.0,,,0.2,1.46,0.16%,1.93,1.8
"Burch Smith, H (1)",2,0,0,0,0,1,0,1.29,6,23,16,9,2,5,2,3,0,0,,0.0,0.0,0.125,0.79,0.10%,1.04,1.1
"Lou Trivino, H (4)",1,1,0,0,1,1,0,3.66,4,15,10,8,2,0,2,0,0,0,,0.0,0.0,0.061,1.52,0.05%,2.0,0.6
"Jake Diekman, S (5)",1,0,0,0,0,2,0,2.12,3,16,12,5,4,3,0,1,0,0,,0.0,0.0,0.049,0.62,0.04%,0.81,0.6
Team Totals,9,5,1,1,4,10,0,1.0,36,149,96,54,21,21,8,14,3,0,58.0,0.0,0.0,0.435,1.29,0.34%,1.7,4.1
