Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,R,H,E
via Sports Logos.net About logos,Miami Marlins,0,0,1,0,0,0,0,5,1,7,13,1
via Sports Logos.net About logos,Boston Red Sox,0,1,2,0,0,1,0,3,1,8,12,0
WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3),WP: Craig Kimbrel (4-1) • LP: Drew Steckenrider (4-3)
Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs
