Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Rafael Ortega RF-LF,5.0,0.0,2.0,2.0,0.0,1.0,5.0,0.271,0.338,0.329,0.666,17.0,10.0,0.237,1.74,0.354,-0.117%,0%,0.0,0.8,3.0,0.0,CS
Brian Anderson 3B,4.0,1.0,2.0,0.0,1.0,0.0,5.0,0.278,0.36,0.404,0.764,22.0,13.0,0.057,0.79,0.099,-0.042%,0%,0.0,0.3,1.0,2.0,2B
J.T. Realmuto 1B-C,5.0,1.0,2.0,2.0,0.0,0.0,5.0,0.284,0.345,0.492,0.837,16.0,9.0,0.016,1.64,0.169,-0.152%,0%,0.0,0.8,10.0,0.0,HR
Starlin Castro 2B,4.0,1.0,2.0,1.0,1.0,0.0,5.0,0.284,0.336,0.408,0.745,18.0,11.0,0.344,1.68,0.422,-0.078%,0%,0.0,1.5,0.0,2.0,"HR,3B"
Yadiel Rivera PR-2B,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.186,0.282,0.233,0.514,,,0.0,,0.0,0.000%,0%,,0.0,0.0,0.0,
Derek Dietrich DH,4.0,0.0,0.0,0.0,1.0,3.0,5.0,0.267,0.331,0.425,0.755,26.0,16.0,-0.01,2.26,0.141,-0.151%,0%,0.0,-0.6,,,
Austin Dean LF,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.22,0.273,0.415,0.687,18.0,7.0,0.046,1.04,0.08,-0.033%,0%,0.0,0.2,3.0,0.0,
Magneuris Sierra PR-CF,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.17,0.17,0.193,0.364,6.0,5.0,0.294,6.08,0.294,0.000%,0%,0.0,1.0,0.0,0.0,
Miguel Rojas SS-1B,5.0,1.0,1.0,0.0,0.0,0.0,5.0,0.256,0.303,0.356,0.659,13.0,9.0,-0.155,2.14,0.067,-0.222%,0%,0.0,-1.2,2.0,4.0,
Isaac Galloway CF-RF,5.0,1.0,1.0,1.0,0.0,2.0,5.0,0.278,0.366,0.5,0.866,21.0,13.0,-0.208,2.5,0.111,-0.318%,0%,0.0,-0.9,4.0,0.0,HR
Bryan Holaday C,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.201,0.259,0.246,0.505,9.0,7.0,-0.018,0.83,0.028,-0.045%,0%,0.0,-0.2,2.0,0.0,
JT Riddle PH-SS,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.225,0.27,0.388,0.657,5.0,1.0,0.051,3.51,0.051,0.000%,0%,0.0,0.3,1.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Jose Urena P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Kyle Barraclough P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Tayron Guerrero P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Adam Conley P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Drew Steckenrider P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,39.0,7.0,13.0,7.0,5.0,6.0,44.0,0.333,0.409,0.641,1.05,171.0,101.0,0.654,1.83,1.816,-1.158%,0.00%,0.0,2.2,26.0,10.0,
