Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3"
t1,0-0,0,---,"4,(2-1) CBBX",O,MIA,Rafael Ortega,Brian Johnson,2%,52%,Flyball: CF (Deep CF)
t1,0-0,1,---,"5,(2-2) CBBFX",O,MIA,Brian Anderson,Brian Johnson,2%,54%,Groundout: 2B-1B
t1,0-0,2,---,"2,(1-0) BX",O,MIA,J.T. Realmuto,Brian Johnson,1%,55%,Groundout: 3B-1B (SS-3B Hole)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Marlins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Marlins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Marlins 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Jose Urena facing 1-2-3"
b1,0-0,0,---,"2,(0-1) CX",,BOS,Mookie Betts,Jose Urena,3%,58%,Single to LF (Line Drive to Short LF)
b1,0-0,0,1--,"3,(2-0) B1BX",O,BOS,Andrew Benintendi,Jose Urena,-3%,55%,Flyball: LF (LF-CF)
b1,0-0,1,1--,"2,(1-0) 1BX",O,BOS,Mitch Moreland,Jose Urena,-3%,52%,Lineout: RF (Deep CF-RF)
b1,0-0,2,1--,"4,(0-2) C11SFX",O,BOS,J.D. Martinez,Jose Urena,-2%,50%,Flyball: CF (Deep CF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Marlins 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Marlins 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Marlins 0, Red Sox 0."
"Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Brian Johnson facing 4-5-6"
t2,0-0,0,---,"6,(2-2) CBFFBX",O,MIA,Starlin Castro,Brian Johnson,2%,52%,Groundout: SS-1B
t2,0-0,1,---,"8,(2-2) CSBBFFFC",O,MIA,Derek Dietrich,Brian Johnson,2%,54%,Strikeout Looking
