Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,R,H,E
via Sports Logos.net About logos,New York Yankees,0,2,0,0,0,0,9,1,0,12,13,2
via Sports Logos.net About logos,Boston Red Sox,4,0,0,0,0,0,0,4,0,8,15,2
WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1),WP: Adam Ottavino (3-2) • LP: Marcus Walden (6-1)
