0,1,2
1.0,Mookie Betts,RF
2.0,Andrew Benintendi,LF
3.0,Mitch Moreland,1B
4.0,J.D. Martinez,DH
5.0,Xander Bogaerts,SS
6.0,Ian Kinsler,2B
7.0,Brock Holt,3B
8.0,Blake Swihart,C
9.0,Jackie Bradley Jr.,CF
,Brian Johnson,P
