0,1,2
1.0,Kyle Schwarber,DH
2.0,Kris Bryant,3B
3.0,Anthony Rizzo,1B
4.0,Ben Zobrist,2B
5.0,Addison Russell,SS
6.0,Jason Heyward,RF
7.0,Willson Contreras,C
8.0,Albert Almora,CF
9.0,Jon Jay,LF
,Kyle Hendricks,P
