Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Kyle Schwarber DH,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.204,0.333,0.344,0.677,19.0,11.0,-0.029,1.48,0.067,-0.097%,-0.02%,1.68,-0.6,,,
Kris Bryant 3B,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.289,0.391,0.515,0.907,17.0,11.0,0.004,1.13,0.107,-0.103%,0.00%,1.28,0.2,0.0,1.0,HR
Anthony Rizzo 1B,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.26,0.377,0.5,0.877,15.0,9.0,-0.092,1.04,0.012,-0.104%,-0.06%,1.18,-0.6,6.0,2.0,
Ben Zobrist 2B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.216,0.326,0.392,0.717,20.0,13.0,-0.041,0.92,0.035,-0.076%,-0.03%,1.04,-0.1,2.0,5.0,2B
Addison Russell SS,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.258,0.301,0.402,0.703,19.0,13.0,-0.16,1.46,0.0,-0.160%,-0.11%,1.65,-1.3,2.0,1.0,
Jason Heyward RF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.279,0.34,0.407,0.747,15.0,9.0,-0.036,0.93,0.037,-0.073%,-0.03%,1.06,-0.1,1.0,0.0,
Willson Contreras C,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.242,0.306,0.394,0.699,18.0,11.0,-0.049,0.76,0.015,-0.064%,-0.03%,0.86,-0.6,9.0,0.0,
Albert Almora CF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.277,0.346,0.468,0.814,9.0,7.0,-0.037,1.01,0.043,-0.080%,-0.03%,1.14,-0.4,2.0,0.0,
Jon Jay LF,3.0,1.0,1.0,0.0,1.0,1.0,4.0,0.385,0.478,0.487,0.965,21.0,14.0,0.142,1.61,0.213,-0.071%,0.10%,1.83,0.5,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Kyle Hendricks P,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Carl Edwards Jr. P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Koji Uehara P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Pedro Strop P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Brian Duensing P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,2.0,5.0,1.0,4.0,9.0,36.0,0.156,0.25,0.281,0.531,153.0,98.0,-0.298,1.16,0.529,-0.828%,-0.21%,1.31,-3.0,24.0,10.0,
